emoji,name,group,sub_group,codepoints
🛎,bellhop bell,Travel & Places,hotel,1F6CE
🧳,luggage,Travel & Places,hotel,1F9F3
⌛,hourglass done,Travel & Places,time,231B
⏳,hourglass not done,Travel & Places,time,23F3
⌚,watch,Travel & Places,time,231A
⏰,alarm clock,Travel & Places,time,23F0
⏱️,stopwatch,Travel & Places,time,23F1 FE0F
⏱,stopwatch,Travel & Places,time,23F1
⏲️,timer clock,Travel & Places,time,23F2 FE0F
⏲,timer clock,Travel & Places,time,23F2
🕰️,mantelpiece clock,Travel & Places,time,1F570 FE0F
🕰,mantelpiece clock,Travel & Places,time,1F570
🕛,twelve o’clock,Travel & Places,time,1F55B
🕧,twelve-thirty,Travel & Places,time,1F567
🕐,one o’clock,Travel & Places,time,1F550
🕜,one-thirty,Travel & Places,time,1F55C
🕑,two o’clock,Travel & Places,time,1F551
🕝,two-thirty,Travel & Places,time,1F55D
🕒,three o’clock,Travel & Places,time,1F552
🕞,three-thirty,Travel & Places,time,1F55E
🕓,four o’clock,Travel & Places,time,1F553
🕟,four-thirty,Travel & Places,time,1F55F
🕔,five o’clock,Travel & Places,time,1F554
🕠,five-thirty,Travel & Places,time,1F560
🕕,six o’clock,Travel & Places,time,1F555
🕡,six-thirty,Travel & Places,time,1F561
🕖,seven o’clock,Travel & Places,time,1F556
🕢,seven-thirty,Travel & Places,time,1F562
🕗,eight o’clock,Travel & Places,time,1F557
🕣,eight-thirty,Travel & Places,time,1F563
🕘,nine o’clock,Travel & Places,time,1F558
🕤,nine-thirty,Travel & Places,time,1F564
🕙,ten o’clock,Travel & Places,time,1F559
🕥,ten-thirty,Travel & Places,time,1F565
🕚,eleven o’clock,Travel & Places,time,1F55A
🕦,eleven-thirty,Travel & Places,time,1F566
🌑,new moon,Travel & Places,sky & weather,1F311
🌒,waxing crescent moon,Travel & Places,sky & weather,1F312
🌓,first quarter moon,Travel & Places,sky & weather,1F313
🌔,waxing gibbous moon,Travel & Places,sky & weather,1F314
🌕,full moon,Travel & Places,sky & weather,1F315
🌖,waning gibbous moon,Travel & Places,sky & weather,1F316
🌗,last quarter moon,Travel & Places,sky & weather,1F317
🌘,waning crescent moon,Travel & Places,sky & weather,1F318
🌙,crescent moon,Travel & Places,sky & weather,1F319
🌚,new moon face,Travel & Places,sky & weather,1F31A
🌛,first quarter moon face,Travel & Places,sky & weather,1F31B
🌜,last quarter moon face,Travel & Places,sky & weather,1F31C
🌡️,thermometer,Travel & Places,sky & weather,1F321 FE0F
🌡,thermometer,Travel & Places,sky & weather,1F321
☀️,sun,Travel & Places,sky & weather,2600 FE0F
☀,sun,Travel & Places,sky & weather,2600
🌝,full moon face,Travel & Places,sky & weather,1F31D
🌞,sun with face,Travel & Places,sky & weather,1F31E
🪐,ringed planet,Travel & Places,sky & weather,1FA90
⭐,star,Travel & Places,sky & weather,2B50
🌟,glowing star,Travel & Places,sky & weather,1F31F
🌠,shooting star,Travel & Places,sky & weather,1F320
🌌,milky way,Travel & Places,sky & weather,1F30C
☁️,cloud,Travel & Places,sky & weather,2601 FE0F
☁,cloud,Travel & Places,sky & weather,2601
⛅,sun behind cloud,Travel & Places,sky & weather,26C5
⛈️,cloud with lightning and rain,Travel & Places,sky & weather,26C8 FE0F
⛈,cloud with lightning and rain,Travel & Places,sky & weather,26C8
🌤️,sun behind small cloud,Travel & Places,sky & weather,1F324 FE0F
🌤,sun behind small cloud,Travel & Places,sky & weather,1F324
🌥️,sun behind large cloud,Travel & Places,sky & weather,1F325 FE0F
🌥,sun behind large cloud,Travel & Places,sky & weather,1F325
🌦️,sun behind rain cloud,Travel & Places,sky & weather,1F326 FE0F
🌦,sun behind rain cloud,Travel & Places,sky & weather,1F326
🌧️,cloud with rain,Travel & Places,sky & weather,1F327 FE0F
🌧,cloud with rain,Travel & Places,sky & weather,1F327
🌨️,cloud with snow,Travel & Places,sky & weather,1F328 FE0F
🌨,cloud with snow,Travel & Places,sky & weather,1F328
🌩️,cloud with lightning,Travel & Places,sky & weather,1F329 FE0F
🌩,cloud with lightning,Travel & Places,sky & weather,1F329
🌪️,tornado,Travel & Places,sky & weather,1F32A FE0F
🌪,tornado,Travel & Places,sky & weather,1F32A
🌫️,fog,Travel & Places,sky & weather,1F32B FE0F
🌫,fog,Travel & Places,sky & weather,1F32B
🌬️,wind face,Travel & Places,sky & weather,1F32C FE0F
🌬,wind face,Travel & Places,sky & weather,1F32C
🌀,cyclone,Travel & Places,sky & weather,1F300
🌈,rainbow,Travel & Places,sky & weather,1F308
🌂,closed umbrella,Travel & Places,sky & weather,1F302
☂️,umbrella,Travel & Places,sky & weather,2602 FE0F
☂,umbrella,Travel & Places,sky & weather,2602
☔,umbrella with rain drops,Travel & Places,sky & weather,2614
⛱️,umbrella on ground,Travel & Places,sky & weather,26F1 FE0F
⛱,umbrella on ground,Travel & Places,sky & weather,26F1
⚡,high voltage,Travel & Places,sky & weather,26A1
❄️,snowflake,Travel & Places,sky & weather,2744 FE0F
❄,snowflake,Travel & Places,sky & weather,2744
☃️,snowman,Travel & Places,sky & weather,2603 FE0F
☃,snowman,Travel & Places,sky & weather,2603
⛄,snowman without snow,Travel & Places,sky & weather,26C4
☄️,comet,Travel & Places,sky & weather,2604 FE0F
☄,comet,Travel & Places,sky & weather,2604
🔥,fire,Travel & Places,sky & weather,1F525
💧,droplet,Travel & Places,sky & weather,1F4A7
🌊,water wave,Travel & Places,sky & weather,1F30A
🎃,jack-o-lantern,Activities,event,1F383
🎄,Christmas tree,Activities,event,1F384
🎆,fireworks,Activities,event,1F386
🎇,sparkler,Activities,event,1F387
🧨,firecracker,Activities,event,1F9E8
✨,sparkles,Activities,event,2728
🎈,balloon,Activities,event,1F388
🎉,party popper,Activities,event,1F389
🎊,confetti ball,Activities,event,1F38A
🎋,tanabata tree,Activities,event,1F38B
🎍,pine decoration,Activities,event,1F38D
🎎,Japanese dolls,Activities,event,1F38E
🎏,carp streamer,Activities,event,1F38F
🎐,wind chime,Activities,event,1F390
🎑,moon viewing ceremony,Activities,event,1F391
🧧,red envelope,Activities,event,1F9E7
🎀,ribbon,Activities,event,1F380
🎁,wrapped gift,Activities,event,1F381
🎗️,reminder ribbon,Activities,event,1F397 FE0F
🎗,reminder ribbon,Activities,event,1F397
🎟️,admission tickets,Activities,event,1F39F FE0F
🎟,admission tickets,Activities,event,1F39F
🎫,ticket,Activities,event,1F3AB
🎖️,military medal,Activities,award-medal,1F396 FE0F
🎖,military medal,Activities,award-medal,1F396
🏆,trophy,Activities,award-medal,1F3C6
🏅,sports medal,Activities,award-medal,1F3C5
🥇,1st place medal,Activities,award-medal,1F947
🥈,2nd place medal,Activities,award-medal,1F948
🥉,3rd place medal,Activities,award-medal,1F949
⚽,soccer ball,Activities,sport,26BD
⚾,baseball,Activities,sport,26BE
🥎,softball,Activities,sport,1F94E
🏀,basketball,Activities,sport,1F3C0
🏐,volleyball,Activities,sport,1F3D0
🏈,american football,Activities,sport,1F3C8
🏉,rugby football,Activities,sport,1F3C9
🎾,tennis,Activities,sport,1F3BE
🥏,flying disc,Activities,sport,1F94F
🎳,bowling,Activities,sport,1F3B3
🏏,cricket game,Activities,sport,1F3CF
🏑,field hockey,Activities,sport,1F3D1
🏒,ice hockey,Activities,sport,1F3D2
🥍,lacrosse,Activities,sport,1F94D
🏓,ping pong,Activities,sport,1F3D3
🏸,badminton,Activities,sport,1F3F8
🥊,boxing glove,Activities,sport,1F94A
🥋,martial arts uniform,Activities,sport,1F94B
🥅,goal net,Activities,sport,1F945
⛳,flag in hole,Activities,sport,26F3
⛸️,ice skate,Activities,sport,26F8 FE0F
⛸,ice skate,Activities,sport,26F8
🎣,fishing pole,Activities,sport,1F3A3
🤿,diving mask,Activities,sport,1F93F
🎽,running shirt,Activities,sport,1F3BD
🎿,skis,Activities,sport,1F3BF
🛷,sled,Activities,sport,1F6F7
🥌,curling stone,Activities,sport,1F94C
🎯,bullseye,Activities,game,1F3AF
🪀,yo-yo,Activities,game,1FA80
🪁,kite,Activities,game,1FA81
🎱,pool 8 ball,Activities,game,1F3B1
🔮,crystal ball,Activities,game,1F52E
🪄,magic wand,Activities,game,1FA84
🧿,nazar amulet,Activities,game,1F9FF
🎮,video game,Activities,game,1F3AE
🕹️,joystick,Activities,game,1F579 FE0F
🕹,joystick,Activities,game,1F579
🎰,slot machine,Activities,game,1F3B0
🎲,game die,Activities,game,1F3B2
🧩,puzzle piece,Activities,game,1F9E9
🧸,teddy bear,Activities,game,1F9F8
🪅,piñata,Activities,game,1FA85
🪆,nesting dolls,Activities,game,1FA86
♠️,spade suit,Activities,game,2660 FE0F
♠,spade suit,Activities,game,2660
♥️,heart suit,Activities,game,2665 FE0F
♥,heart suit,Activities,game,2665
♦️,diamond suit,Activities,game,2666 FE0F
♦,diamond suit,Activities,game,2666
♣️,club suit,Activities,game,2663 FE0F
♣,club suit,Activities,game,2663
♟️,chess pawn,Activities,game,265F FE0F
♟,chess pawn,Activities,game,265F
🃏,joker,Activities,game,1F0CF
🀄,mahjong red dragon,Activities,game,1F004
🎴,flower playing cards,Activities,game,1F3B4
🎭,performing arts,Activities,arts & crafts,1F3AD
🖼️,framed picture,Activities,arts & crafts,1F5BC FE0F
🖼,framed picture,Activities,arts & crafts,1F5BC
🎨,artist palette,Activities,arts & crafts,1F3A8
🧵,thread,Activities,arts & crafts,1F9F5
🪡,sewing needle,Activities,arts & crafts,1FAA1
🧶,yarn,Activities,arts & crafts,1F9F6
🪢,knot,Activities,arts & crafts,1FAA2
👓,glasses,Objects,clothing,1F453
🕶️,sunglasses,Objects,clothing,1F576 FE0F
🕶,sunglasses,Objects,clothing,1F576
🥽,goggles,Objects,clothing,1F97D
🥼,lab coat,Objects,clothing,1F97C
🦺,safety vest,Objects,clothing,1F9BA
👔,necktie,Objects,clothing,1F454
👕,t-shirt,Objects,clothing,1F455
👖,jeans,Objects,clothing,1F456
🧣,scarf,Objects,clothing,1F9E3
🧤,gloves,Objects,clothing,1F9E4
🧥,coat,Objects,clothing,1F9E5
🧦,socks,Objects,clothing,1F9E6
👗,dress,Objects,clothing,1F457
👘,kimono,Objects,clothing,1F458
🥻,sari,Objects,clothing,1F97B
🩱,one-piece swimsuit,Objects,clothing,1FA71
🩲,briefs,Objects,clothing,1FA72
🩳,shorts,Objects,clothing,1FA73
👙,bikini,Objects,clothing,1F459
👚,woman’s clothes,Objects,clothing,1F45A
👛,purse,Objects,clothing,1F45B
👜,handbag,Objects,clothing,1F45C
👝,clutch bag,Objects,clothing,1F45D
🛍️,shopping bags,Objects,clothing,1F6CD FE0F
🛍,shopping bags,Objects,clothing,1F6CD
🎒,backpack,Objects,clothing,1F392
🩴,thong sandal,Objects,clothing,1FA74
👞,man’s shoe,Objects,clothing,1F45E
👟,running shoe,Objects,clothing,1F45F
🥾,hiking boot,Objects,clothing,1F97E
🥿,flat shoe,Objects,clothing,1F97F
👠,high-heeled shoe,Objects,clothing,1F460
👡,woman’s sandal,Objects,clothing,1F461
🩰,ballet shoes,Objects,clothing,1FA70
👢,woman’s boot,Objects,clothing,1F462
👑,crown,Objects,clothing,1F451
👒,woman’s hat,Objects,clothing,1F452
🎩,top hat,Objects,clothing,1F3A9
🎓,graduation cap,Objects,clothing,1F393
🧢,billed cap,Objects,clothing,1F9E2
🪖,military helmet,Objects,clothing,1FA96
⛑️,rescue worker’s helmet,Objects,clothing,26D1 FE0F
⛑,rescue worker’s helmet,Objects,clothing,26D1
📿,prayer beads,Objects,clothing,1F4FF
💄,lipstick,Objects,clothing,1F484
💍,ring,Objects,clothing,1F48D
💎,gem stone,Objects,clothing,1F48E
🔇,muted speaker,Objects,sound,1F507
🔈,speaker low volume,Objects,sound,1F508
🔉,speaker medium volume,Objects,sound,1F509
🔊,speaker high volume,Objects,sound,1F50A
📢,loudspeaker,Objects,sound,1F4E2
📣,megaphone,Objects,sound,1F4E3
📯,postal horn,Objects,sound,1F4EF
🔔,bell,Objects,sound,1F514
🔕,bell with slash,Objects,sound,1F515
🎼,musical score,Objects,music,1F3BC
🎵,musical note,Objects,music,1F3B5
🎶,musical notes,Objects,music,1F3B6
🎙️,studio microphone,Objects,music,1F399 FE0F
🎙,studio microphone,Objects,music,1F399
🎚️,level slider,Objects,music,1F39A FE0F
🎚,level slider,Objects,music,1F39A
🎛️,control knobs,Objects,music,1F39B FE0F
🎛,control knobs,Objects,music,1F39B
🎤,microphone,Objects,music,1F3A4
🎧,headphone,Objects,music,1F3A7
📻,radio,Objects,music,1F4FB
🎷,saxophone,Objects,musical-instrument,1F3B7
🪗,accordion,Objects,musical-instrument,1FA97
🎸,guitar,Objects,musical-instrument,1F3B8
🎹,musical keyboard,Objects,musical-instrument,1F3B9
🎺,trumpet,Objects,musical-instrument,1F3BA
🎻,violin,Objects,musical-instrument,1F3BB
🪕,banjo,Objects,musical-instrument,1FA95
🥁,drum,Objects,musical-instrument,1F941
🪘,long drum,Objects,musical-instrument,1FA98
📱,mobile phone,Objects,phone,1F4F1
📲,mobile phone with arrow,Objects,phone,1F4F2
☎️,telephone,Objects,phone,260E FE0F
☎,telephone,Objects,phone,260E
📞,telephone receiver,Objects,phone,1F4DE
📟,pager,Objects,phone,1F4DF
📠,fax machine,Objects,phone,1F4E0
🔋,battery,Objects,computer,1F50B
🔌,electric plug,Objects,computer,1F50C
💻,laptop,Objects,computer,1F4BB
🖥️,desktop computer,Objects,computer,1F5A5 FE0F
🖥,desktop computer,Objects,computer,1F5A5
🖨️,printer,Objects,computer,1F5A8 FE0F
🖨,printer,Objects,computer,1F5A8
⌨️,keyboard,Objects,computer,2328 FE0F
⌨,keyboard,Objects,computer,2328
🖱️,computer mouse,Objects,computer,1F5B1 FE0F
🖱,computer mouse,Objects,computer,1F5B1
🖲️,trackball,Objects,computer,1F5B2 FE0F
🖲,trackball,Objects,computer,1F5B2
💽,computer disk,Objects,computer,1F4BD
💾,floppy disk,Objects,computer,1F4BE
💿,optical disk,Objects,computer,1F4BF
📀,dvd,Objects,computer,1F4C0
🧮,abacus,Objects,computer,1F9EE
🎥,movie camera,Objects,light & video,1F3A5
🎞️,film frames,Objects,light & video,1F39E FE0F
🎞,film frames,Objects,light & video,1F39E
📽️,film projector,Objects,light & video,1F4FD FE0F
📽,film projector,Objects,light & video,1F4FD
🎬,clapper board,Objects,light & video,1F3AC
📺,television,Objects,light & video,1F4FA
📷,camera,Objects,light & video,1F4F7
📸,camera with flash,Objects,light & video,1F4F8
📹,video camera,Objects,light & video,1F4F9
📼,videocassette,Objects,light & video,1F4FC
🔍,magnifying glass tilted left,Objects,light & video,1F50D
🔎,magnifying glass tilted right,Objects,light & video,1F50E
🕯️,candle,Objects,light & video,1F56F FE0F
🕯,candle,Objects,light & video,1F56F
💡,light bulb,Objects,light & video,1F4A1
🔦,flashlight,Objects,light & video,1F526
🏮,red paper lantern,Objects,light & video,1F3EE
🪔,diya lamp,Objects,light & video,1FA94
📔,notebook with decorative cover,Objects,book-paper,1F4D4
📕,closed book,Objects,book-paper,1F4D5
📖,open book,Objects,book-paper,1F4D6
📗,green book,Objects,book-paper,1F4D7
📘,blue book,Objects,book-paper,1F4D8
📙,orange book,Objects,book-paper,1F4D9
📚,books,Objects,book-paper,1F4DA
📓,notebook,Objects,book-paper,1F4D3
📒,ledger,Objects,book-paper,1F4D2
📃,page with curl,Objects,book-paper,1F4C3
📜,scroll,Objects,book-paper,1F4DC
📄,page facing up,Objects,book-paper,1F4C4
📰,newspaper,Objects,book-paper,1F4F0
🗞️,rolled-up newspaper,Objects,book-paper,1F5DE FE0F
🗞,rolled-up newspaper,Objects,book-paper,1F5DE
📑,bookmark tabs,Objects,book-paper,1F4D1
🔖,bookmark,Objects,book-paper,1F516
🏷️,label,Objects,book-paper,1F3F7 FE0F
🏷,label,Objects,book-paper,1F3F7
💰,money bag,Objects,money,1F4B0
🪙,coin,Objects,money,1FA99
💴,yen banknote,Objects,money,1F4B4
💵,dollar banknote,Objects,money,1F4B5
💶,euro banknote,Objects,money,1F4B6
💷,pound banknote,Objects,money,1F4B7
💸,money with wings,Objects,money,1F4B8
💳,credit card,Objects,money,1F4B3
🧾,receipt,Objects,money,1F9FE
💹,chart increasing with yen,Objects,money,1F4B9
✉️,envelope,Objects,mail,2709 FE0F
✉,envelope,Objects,mail,2709
📧,e-mail,Objects,mail,1F4E7
📨,incoming envelope,Objects,mail,1F4E8
📩,envelope with arrow,Objects,mail,1F4E9
📤,outbox tray,Objects,mail,1F4E4
📥,inbox tray,Objects,mail,1F4E5
📦,package,Objects,mail,1F4E6
📫,closed mailbox with raised flag,Objects,mail,1F4EB
📪,closed mailbox with lowered flag,Objects,mail,1F4EA
📬,open mailbox with raised flag,Objects,mail,1F4EC
📭,open mailbox with lowered flag,Objects,mail,1F4ED
📮,postbox,Objects,mail,1F4EE
🗳️,ballot box with ballot,Objects,mail,1F5F3 FE0F
🗳,ballot box with ballot,Objects,mail,1F5F3
✏️,pencil,Objects,writing,270F FE0F
✏,pencil,Objects,writing,270F
✒️,black nib,Objects,writing,2712 FE0F
✒,black nib,Objects,writing,2712
🖋️,fountain pen,Objects,writing,1F58B FE0F
🖋,fountain pen,Objects,writing,1F58B
🖊️,pen,Objects,writing,1F58A FE0F
🖊,pen,Objects,writing,1F58A
🖌️,paintbrush,Objects,writing,1F58C FE0F
🖌,paintbrush,Objects,writing,1F58C
🖍️,crayon,Objects,writing,1F58D FE0F
🖍,crayon,Objects,writing,1F58D
📝,memo,Objects,writing,1F4DD
💼,briefcase,Objects,office,1F4BC
📁,file folder,Objects,office,1F4C1
📂,open file folder,Objects,office,1F4C2
🗂️,card index dividers,Objects,office,1F5C2 FE0F
🗂,card index dividers,Objects,office,1F5C2
📅,calendar,Objects,office,1F4C5
📆,tear-off calendar,Objects,office,1F4C6
🗒️,spiral notepad,Objects,office,1F5D2 FE0F
🗒,spiral notepad,Objects,office,1F5D2
🗓️,spiral calendar,Objects,office,1F5D3 FE0F
🗓,spiral calendar,Objects,office,1F5D3
📇,card index,Objects,office,1F4C7
📈,chart increasing,Objects,office,1F4C8
📉,chart decreasing,Objects,office,1F4C9
📊,bar chart,Objects,office,1F4CA
📋,clipboard,Objects,office,1F4CB
📌,pushpin,Objects,office,1F4CC
📍,round pushpin,Objects,office,1F4CD
📎,paperclip,Objects,office,1F4CE
🖇️,linked paperclips,Objects,office,1F587 FE0F
🖇,linked paperclips,Objects,office,1F587
📏,straight ruler,Objects,office,1F4CF
📐,triangular ruler,Objects,office,1F4D0
✂️,scissors,Objects,office,2702 FE0F
✂,scissors,Objects,office,2702
🗃️,card file box,Objects,office,1F5C3 FE0F
🗃,card file box,Objects,office,1F5C3
🗄️,file cabinet,Objects,office,1F5C4 FE0F
🗄,file cabinet,Objects,office,1F5C4
🗑️,wastebasket,Objects,office,1F5D1 FE0F
🗑,wastebasket,Objects,office,1F5D1
🔒,locked,Objects,lock,1F512
🔓,unlocked,Objects,lock,1F513
🔏,locked with pen,Objects,lock,1F50F
🔐,locked with key,Objects,lock,1F510
🔑,key,Objects,lock,1F511
🗝️,old key,Objects,lock,1F5DD FE0F
🗝,old key,Objects,lock,1F5DD
🔨,hammer,Objects,tool,1F528
🪓,axe,Objects,tool,1FA93
⛏️,pick,Objects,tool,26CF FE0F
⛏,pick,Objects,tool,26CF
⚒️,hammer and pick,Objects,tool,2692 FE0F
⚒,hammer and pick,Objects,tool,2692
🛠️,hammer and wrench,Objects,tool,1F6E0 FE0F
🛠,hammer and wrench,Objects,tool,1F6E0
🗡️,dagger,Objects,tool,1F5E1 FE0F
🗡,dagger,Objects,tool,1F5E1
⚔️,crossed swords,Objects,tool,2694 FE0F
⚔,crossed swords,Objects,tool,2694
🔫,water pistol,Objects,tool,1F52B
🪃,boomerang,Objects,tool,1FA83
🏹,bow and arrow,Objects,tool,1F3F9
🛡️,shield,Objects,tool,1F6E1 FE0F
🛡,shield,Objects,tool,1F6E1
🪚,carpentry saw,Objects,tool,1FA9A
🔧,wrench,Objects,tool,1F527
🪛,screwdriver,Objects,tool,1FA9B
🔩,nut and bolt,Objects,tool,1F529
⚙️,gear,Objects,tool,2699 FE0F
⚙,gear,Objects,tool,2699
🗜️,clamp,Objects,tool,1F5DC FE0F
🗜,clamp,Objects,tool,1F5DC
⚖️,balance scale,Objects,tool,2696 FE0F
⚖,balance scale,Objects,tool,2696
🦯,white cane,Objects,tool,1F9AF
🔗,link,Objects,tool,1F517
⛓️,chains,Objects,tool,26D3 FE0F
⛓,chains,Objects,tool,26D3
🪝,hook,Objects,tool,1FA9D
🧰,toolbox,Objects,tool,1F9F0
🧲,magnet,Objects,tool,1F9F2
🪜,ladder,Objects,tool,1FA9C
⚗️,alembic,Objects,science,2697 FE0F
⚗,alembic,Objects,science,2697
🧪,test tube,Objects,science,1F9EA
🧫,petri dish,Objects,science,1F9EB
🧬,dna,Objects,science,1F9EC
🔬,microscope,Objects,science,1F52C
🔭,telescope,Objects,science,1F52D
📡,satellite antenna,Objects,science,1F4E1
💉,syringe,Objects,medical,1F489
🩸,drop of blood,Objects,medical,1FA78
💊,pill,Objects,medical,1F48A
🩹,adhesive bandage,Objects,medical,1FA79
🩺,stethoscope,Objects,medical,1FA7A
🚪,door,Objects,household,1F6AA
🛗,elevator,Objects,household,1F6D7
🪞,mirror,Objects,household,1FA9E
🪟,window,Objects,household,1FA9F
🛏️,bed,Objects,household,1F6CF FE0F
🛏,bed,Objects,household,1F6CF
🛋️,couch and lamp,Objects,household,1F6CB FE0F
🛋,couch and lamp,Objects,household,1F6CB
🪑,chair,Objects,household,1FA91
🚽,toilet,Objects,household,1F6BD
🪠,plunger,Objects,household,1FAA0
🚿,shower,Objects,household,1F6BF
🛁,bathtub,Objects,household,1F6C1
🪤,mouse trap,Objects,household,1FAA4
🪒,razor,Objects,household,1FA92
🧴,lotion bottle,Objects,household,1F9F4
🧷,safety pin,Objects,household,1F9F7
🧹,broom,Objects,household,1F9F9
🧺,basket,Objects,household,1F9FA
🧻,roll of paper,Objects,household,1F9FB
🪣,bucket,Objects,household,1FAA3
🧼,soap,Objects,household,1F9FC
🪥,toothbrush,Objects,household,1FAA5
🧽,sponge,Objects,household,1F9FD
🧯,fire extinguisher,Objects,household,1F9EF
🛒,shopping cart,Objects,household,1F6D2
🚬,cigarette,Objects,other-object,1F6AC
⚰️,coffin,Objects,other-object,26B0 FE0F
⚰,coffin,Objects,other-object,26B0
🪦,headstone,Objects,other-object,1FAA6
⚱️,funeral urn,Objects,other-object,26B1 FE0F
⚱,funeral urn,Objects,other-object,26B1
🗿,moai,Objects,other-object,1F5FF
🪧,placard,Objects,other-object,1FAA7
🏧,ATM sign,Symbols,transport-sign,1F3E7
🚮,litter in bin sign,Symbols,transport-sign,1F6AE
🚰,potable water,Symbols,transport-sign,1F6B0
♿,wheelchair symbol,Symbols,transport-sign,267F
🚹,men’s room,Symbols,transport-sign,1F6B9
🚺,women’s room,Symbols,transport-sign,1F6BA
🚻,restroom,Symbols,transport-sign,1F6BB
🚼,baby symbol,Symbols,transport-sign,1F6BC
🚾,water closet,Symbols,transport-sign,1F6BE
🛂,passport control,Symbols,transport-sign,1F6C2
🛃,customs,Symbols,transport-sign,1F6C3
🛄,baggage claim,Symbols,transport-sign,1F6C4
🛅,left luggage,Symbols,transport-sign,1F6C5
⚠️,warning,Symbols,warning,26A0 FE0F
⚠,warning,Symbols,warning,26A0
🚸,children crossing,Symbols,warning,1F6B8
⛔,no entry,Symbols,warning,26D4
🚫,prohibited,Symbols,warning,1F6AB
🚳,no bicycles,Symbols,warning,1F6B3
🚭,no smoking,Symbols,warning,1F6AD
🚯,no littering,Symbols,warning,1F6AF
🚱,non-potable water,Symbols,warning,1F6B1
🚷,no pedestrians,Symbols,warning,1F6B7
📵,no mobile phones,Symbols,warning,1F4F5
🔞,no one under eighteen,Symbols,warning,1F51E
☢️,radioactive,Symbols,warning,2622 FE0F
☢,radioactive,Symbols,warning,2622
☣️,biohazard,Symbols,warning,2623 FE0F
☣,biohazard,Symbols,warning,2623
⬆️,up arrow,Symbols,arrow,2B06 FE0F
⬆,up arrow,Symbols,arrow,2B06
↗️,up-right arrow,Symbols,arrow,2197 FE0F
↗,up-right arrow,Symbols,arrow,2197
➡️,right arrow,Symbols,arrow,27A1 FE0F
➡,right arrow,Symbols,arrow,27A1
↘️,down-right arrow,Symbols,arrow,2198 FE0F
↘,down-right arrow,Symbols,arrow,2198
⬇️,down arrow,Symbols,arrow,2B07 FE0F
⬇,down arrow,Symbols,arrow,2B07
↙️,down-left arrow,Symbols,arrow,2199 FE0F
↙,down-left arrow,Symbols,arrow,2199
⬅️,left arrow,Symbols,arrow,2B05 FE0F
⬅,left arrow,Symbols,arrow,2B05
↖️,up-left arrow,Symbols,arrow,2196 FE0F
↖,up-left arrow,Symbols,arrow,2196
↕️,up-down arrow,Symbols,arrow,2195 FE0F
↕,up-down arrow,Symbols,arrow,2195
↔️,left-right arrow,Symbols,arrow,2194 FE0F
↔,left-right arrow,Symbols,arrow,2194
↩️,right arrow curving left,Symbols,arrow,21A9 FE0F
↩,right arrow curving left,Symbols,arrow,21A9
↪️,left arrow curving right,Symbols,arrow,21AA FE0F
↪,left arrow curving right,Symbols,arrow,21AA
⤴️,right arrow curving up,Symbols,arrow,2934 FE0F
⤴,right arrow curving up,Symbols,arrow,2934
⤵️,right arrow curving down,Symbols,arrow,2935 FE0F
⤵,right arrow curving down,Symbols,arrow,2935
🔃,clockwise vertical arrows,Symbols,arrow,1F503
🔄,counterclockwise arrows button,Symbols,arrow,1F504
🔙,BACK arrow,Symbols,arrow,1F519
🔚,END arrow,Symbols,arrow,1F51A
🔛,ON! arrow,Symbols,arrow,1F51B
🔜,SOON arrow,Symbols,arrow,1F51C
🔝,TOP arrow,Symbols,arrow,1F51D
🛐,place of worship,Symbols,religion,1F6D0
⚛️,atom symbol,Symbols,religion,269B FE0F
⚛,atom symbol,Symbols,religion,269B
🕉️,om,Symbols,religion,1F549 FE0F
🕉,om,Symbols,religion,1F549
✡️,star of David,Symbols,religion,2721 FE0F
✡,star of David,Symbols,religion,2721
☸️,wheel of dharma,Symbols,religion,2638 FE0F
☸,wheel of dharma,Symbols,religion,2638
☯️,yin yang,Symbols,religion,262F FE0F
☯,yin yang,Symbols,religion,262F
✝️,latin cross,Symbols,religion,271D FE0F
✝,latin cross,Symbols,religion,271D
☦️,orthodox cross,Symbols,religion,2626 FE0F
☦,orthodox cross,Symbols,religion,2626
☪️,star and crescent,Symbols,religion,262A FE0F
☪,star and crescent,Symbols,religion,262A
☮️,peace symbol,Symbols,religion,262E FE0F
☮,peace symbol,Symbols,religion,262E
🕎,menorah,Symbols,religion,1F54E
🔯,dotted six-pointed star,Symbols,religion,1F52F
♈,Aries,Symbols,zodiac,2648
♉,Taurus,Symbols,zodiac,2649
♊,Gemini,Symbols,zodiac,264A
♋,Cancer,Symbols,zodiac,264B
♌,Leo,Symbols,zodiac,264C
♍,Virgo,Symbols,zodiac,264D
♎,Libra,Symbols,zodiac,264E
♏,Scorpio,Symbols,zodiac,264F
♐,Sagittarius,Symbols,zodiac,2650
♑,Capricorn,Symbols,zodiac,2651
♒,Aquarius,Symbols,zodiac,2652
♓,Pisces,Symbols,zodiac,2653
⛎,Ophiuchus,Symbols,zodiac,26CE
🔀,shuffle tracks button,Symbols,av-symbol,1F500
🔁,repeat button,Symbols,av-symbol,1F501
🔂,repeat single button,Symbols,av-symbol,1F502
▶️,play button,Symbols,av-symbol,25B6 FE0F
▶,play button,Symbols,av-symbol,25B6
⏩,fast-forward button,Symbols,av-symbol,23E9
⏭️,next track button,Symbols,av-symbol,23ED FE0F
⏭,next track button,Symbols,av-symbol,23ED
