Pincode,District,StateName
759118,ANGUL,Odisha
759119,ANGUL,Odisha
759120,DHENKANAL,Odisha
759121,DHENKANAL,Odisha
759122,ANGUL,Odisha
759123,ANGUL,Odisha
759124,ANGUL,Odisha
759125,ANGUL,Odisha
759126,ANGUL,Odisha
759127,ANGUL,Odisha
759128,ANGUL,Odisha
759129,ANGUL,Odisha
759130,ANGUL,Odisha
759132,ANGUL,Odisha
759141,ANGUL,Odisha
759143,ANGUL,Odisha
759145,ANGUL,Odisha
759146,ANGUL,Odisha
759147,ANGUL,Odisha
759148,ANGUL,Odisha
760001,GANJAM,Odisha
760002,GANJAM,Odisha
760003,GANJAM,Odisha
760004,GANJAM,Odisha
760005,GANJAM,Odisha
760006,GANJAM,Odisha
760007,GANJAM,Odisha
760008,GANJAM,Odisha
760009,GANJAM,Odisha
760010,GANJAM,Odisha
760011,GANJAM,Odisha
761001,GANJAM,Odisha
761002,GANJAM,Odisha
761003,GANJAM,Odisha
761004,GANJAM,Odisha
761005,GANJAM,Odisha
761006,GANJAM,Odisha
761007,GANJAM,Odisha
761008,GANJAM,Odisha
761009,GANJAM,Odisha
761010,GANJAM,Odisha
761011,GANJAM,Odisha
761012,GANJAM,Odisha
761013,GANJAM,Odisha
761014,GANJAM,Odisha
761015,GAJAPATI,Odisha
761016,GAJAPATI,Odisha
761017,GAJAPATI,Odisha
761018,GANJAM,Odisha
761019,GANJAM,Odisha
761020,GANJAM,Odisha
761025,GANJAM,Odisha
761026,GANJAM,Odisha
761027,GANJAM,Odisha
761028,GANJAM,Odisha
761029,GANJAM,Odisha
761030,GANJAM,Odisha
761031,GANJAM,Odisha
761032,GANJAM,Odisha
761035,GANJAM,Odisha
761037,GANJAM,Odisha
761041,GANJAM,Odisha
761042,GANJAM,Odisha
761043,GANJAM,Odisha
761045,GANJAM,Odisha
761052,GANJAM,Odisha
761054,GANJAM,Odisha
761055,GANJAM,Odisha
761100,GANJAM,Odisha
761101,GANJAM,Odisha
761102,GANJAM,Odisha
761103,GANJAM,Odisha
761104,GANJAM,Odisha
761105,GANJAM,Odisha
761106,GANJAM,Odisha
761107,GANJAM,Odisha
761108,GANJAM,Odisha
761109,GANJAM,Odisha
761110,GANJAM,Odisha
761111,GANJAM,Odisha
761114,GANJAM,Odisha
761115,GANJAM,Odisha
761116,GANJAM,Odisha
761117,GANJAM,Odisha
761118,GANJAM,Odisha
761119,GANJAM,Odisha
761120,GANJAM,Odisha
761121,GANJAM,Odisha
761122,GANJAM,Odisha
761123,GANJAM,Odisha
761124,GANJAM,Odisha
761125,GANJAM,Odisha
761126,GANJAM,Odisha
761131,GANJAM,Odisha
761132,GANJAM,Odisha
761133,GANJAM,Odisha
761140,GANJAM,Odisha
761141,GANJAM,Odisha
761143,GANJAM,Odisha
761144,GANJAM,Odisha
761146,GANJAM,Odisha
761151,GANJAM,Odisha
761200,GAJAPATI,Odisha
761201,GAJAPATI,Odisha
761206,GAJAPATI,Odisha
761207,GAJAPATI,Odisha
761208,GAJAPATI,Odisha
761209,GANJAM,Odisha
761210,GAJAPATI,Odisha
761211,GAJAPATI,Odisha
761212,GAJAPATI,Odisha
761213,GAJAPATI,Odisha
761214,GAJAPATI,Odisha
761215,GAJAPATI,Odisha
761217,GAJAPATI,Odisha
762001,KANDHAMAL,Odisha
762002,KANDHAMAL,Odisha
762010,KANDHAMAL,Odisha
762011,KANDHAMAL,Odisha
762012,KANDHAMAL,Odisha
762013,BOUDH,Odisha
762014,BOUDH,Odisha
762015,BOUDH,Odisha
762016,BOUDH,Odisha
762017,BOUDH,Odisha
762018,BOUDH,Odisha
762019,KANDHAMAL,Odisha
762020,BOUDH,Odisha
762021,KANDHAMAL,Odisha
762022,KANDHAMAL,Odisha
762023,BOUDH,Odisha
762024,BOUDH,Odisha
762026,BOUDH,Odisha
762027,KANDHAMAL,Odisha
762028,KANDHAMAL,Odisha
762029,KANDHAMAL,Odisha
762030,BOUDH,Odisha
762100,KANDHAMAL,Odisha
762101,KANDHAMAL,Odisha
762102,KANDHAMAL,Odisha
762103,KANDHAMAL,Odisha
762104,KANDHAMAL,Odisha
762105,KANDHAMAL,Odisha
762106,KANDHAMAL,Odisha
762107,KANDHAMAL,Odisha
762109,KANDHAMAL,Odisha
762110,KANDHAMAL,Odisha
762112,KANDHAMAL,Odisha
763001,KORAPUT,Odisha
763002,KORAPUT,Odisha
763003,KORAPUT,Odisha
763004,KORAPUT,Odisha
763008,KORAPUT,Odisha
764001,KORAPUT,Odisha
764002,KORAPUT,Odisha
764003,KORAPUT,Odisha
764004,KORAPUT,Odisha
764005,KORAPUT,Odisha
764006,KORAPUT,Odisha
764011,KORAPUT,Odisha
764014,KORAPUT,Odisha
764020,KORAPUT,Odisha
764021,KORAPUT,Odisha
764027,KORAPUT,Odisha
764028,KORAPUT,Odisha
764036,KORAPUT,Odisha
764037,KORAPUT,Odisha
764038,KORAPUT,Odisha
764039,KORAPUT,Odisha
764040,MALKANGIRI,Odisha
764041,KORAPUT,Odisha
764042,MALKANGIRI,Odisha
764043,KORAPUT,Odisha
764044,MALKANGIRI,Odisha
764045,MALKANGIRI,Odisha
764046,MALKANGIRI,Odisha
764047,MALKANGIRI,Odisha
764048,MALKANGIRI,Odisha
764049,NABARANGAPUR,Odisha
764051,MALKANGIRI,Odisha
764052,MALKANGIRI,Odisha
764055,KORAPUT,Odisha
764056,KORAPUT,Odisha
764057,KORAPUT,Odisha
764058,KORAPUT,Odisha
764059,NABARANGAPUR,Odisha
764061,NABARANGAPUR,Odisha
764062,RAYAGADA,Odisha
764063,RAYAGADA,Odisha
764070,NABARANGAPUR,Odisha
764071,NABARANGAPUR,Odisha
764072,NABARANGAPUR,Odisha
764073,NABARANGAPUR,Odisha
764074,NABARANGAPUR,Odisha
764075,NABARANGAPUR,Odisha
764076,NABARANGAPUR,Odisha
764077,NABARANGAPUR,Odisha
764078,NABARANGAPUR,Odisha
764081,KORAPUT,Odisha
764085,NABARANGAPUR,Odisha
764086,MALKANGIRI,Odisha
764087,MALKANGIRI,Odisha
764088,NABARANGAPUR,Odisha
765001,RAYAGADA,Odisha
765002,RAYAGADA,Odisha
765013,KORAPUT,Odisha
765015,RAYAGADA,Odisha
765016,RAYAGADA,Odisha
765017,RAYAGADA,Odisha
765018,RAYAGADA,Odisha
765019,RAYAGADA,Odisha
765020,RAYAGADA,Odisha
765021,RAYAGADA,Odisha
765022,RAYAGADA,Odisha
765023,RAYAGADA,Odisha
765024,RAYAGADA,Odisha
765025,RAYAGADA,Odisha
765026,RAYAGADA,Odisha
765029,RAYAGADA,Odisha
765033,RAYAGADA,Odisha
765034,RAYAGADA,Odisha
766001,KALAHANDI,Odisha
766002,KALAHANDI,Odisha
766011,KALAHANDI,Odisha
766012,KALAHANDI,Odisha
766013,KALAHANDI,Odisha
766014,KALAHANDI,Odisha
766015,KALAHANDI,Odisha
766016,KALAHANDI,Odisha
766017,KALAHANDI,Odisha
766018,KALAHANDI,Odisha
766019,KALAHANDI,Odisha
766020,KALAHANDI,Odisha
766023,KALAHANDI,Odisha
766026,KALAHANDI,Odisha
766027,KALAHANDI,Odisha
766028,KALAHANDI,Odisha
766029,KALAHANDI,Odisha
766031,KALAHANDI,Odisha
766032,KALAHANDI,Odisha
766036,KALAHANDI,Odisha
766037,KALAHANDI,Odisha
766100,KALAHANDI,Odisha
766101,KALAHANDI,Odisha
766102,KALAHANDI,Odisha
766103,KALAHANDI,Odisha
766104,NUAPADA,Odisha
766105,NUAPADA,Odisha
766106,NUAPADA,Odisha
766107,NUAPADA,Odisha
766108,NUAPADA,Odisha
766110,KALAHANDI,Odisha
766111,NUAPADA,Odisha
766118,NUAPADA,Odisha
767001,BALANGIR,Odisha
767002,BALANGIR,Odisha
767016,SONAPUR,Odisha
767017,SONAPUR,Odisha
767018,SONAPUR,Odisha
767019,SONAPUR,Odisha
767020,BALANGIR,Odisha
767021,BALANGIR,Odisha
767022,BALANGIR,Odisha
767023,SONAPUR,Odisha
767024,BALANGIR,Odisha
767025,BALANGIR,Odisha
767026,BALANGIR,Odisha
767027,BALANGIR,Odisha
767028,BALANGIR,Odisha
767029,BALANGIR,Odisha
767030,BALANGIR,Odisha
767032,BALANGIR,Odisha
767033,BALANGIR,Odisha
767035,BALANGIR,Odisha
767037,BALANGIR,Odisha
767038,BALANGIR,Odisha
767039,BALANGIR,Odisha
767040,BALANGIR,Odisha
767041,BALANGIR,Odisha
767042,BALANGIR,Odisha
767045,SONAPUR,Odisha
767046,BALANGIR,Odisha
767048,BALANGIR,Odisha
767060,BALANGIR,Odisha
767061,BALANGIR,Odisha
767062,SONAPUR,Odisha
767065,BALANGIR,Odisha
767066,BALANGIR,Odisha
767067,BALANGIR,Odisha
767068,SONAPUR,Odisha
767070,BALANGIR,Odisha
767071,BALANGIR,Odisha
768001,SAMBALPUR,Odisha
768002,SAMBALPUR,Odisha
768003,SAMBALPUR,Odisha
768004,SAMBALPUR,Odisha
768005,SAMBALPUR,Odisha
768006,SAMBALPUR,Odisha
768016,SAMBALPUR,Odisha
768017,SAMBALPUR,Odisha
768018,SAMBALPUR,Odisha
768019,SAMBALPUR,Odisha
768020,SAMBALPUR,Odisha
768025,SAMBALPUR,Odisha
768026,SAMBALPUR,Odisha
768027,BARGARH,Odisha
768028,BARGARH,Odisha
768029,BARGARH,Odisha
768030,BARGARH,Odisha
768031,BARGARH,Odisha
768032,BARGARH,Odisha
768033,BARGARH,Odisha
768034,BARGARH,Odisha
768035,BARGARH,Odisha
768036,BARGARH,Odisha
768037,BARGARH,Odisha
768038,BARGARH,Odisha
768039,BARGARH,Odisha
768040,BARGARH,Odisha
768042,BARGARH,Odisha
768045,BARGARH,Odisha
768048,BARGARH,Odisha
768049,BARGARH,Odisha
768050,BARGARH,Odisha
768052,BARGARH,Odisha
768102,BARGARH,Odisha
768103,BARGARH,Odisha
768104,BARGARH,Odisha
768105,SAMBALPUR,Odisha
768106,SAMBALPUR,Odisha
768107,SAMBALPUR,Odisha
768108,DEBAGARH,Odisha
768109,DEBAGARH,Odisha
768110,DEBAGARH,Odisha
768111,BARGARH,Odisha
768112,SAMBALPUR,Odisha
768113,SAMBALPUR,Odisha
768115,BARGARH,Odisha
768118,SAMBALPUR,Odisha
768119,DEBAGARH,Odisha
768121,DEBAGARH,Odisha
768200,SAMBALPUR,Odisha
768201,JHARSUGUDA,Odisha
768202,JHARSUGUDA,Odisha
768203,JHARSUGUDA,Odisha
768204,JHARSUGUDA,Odisha
768210,JHARSUGUDA,Odisha
768211,JHARSUGUDA,Odisha
768212,SAMBALPUR,Odisha
768213,JHARSUGUDA,Odisha
768214,SAMBALPUR,Odisha
768215,JHARSUGUDA,Odisha
768216,JHARSUGUDA,Odisha
768217,JHARSUGUDA,Odisha
768218,JHARSUGUDA,Odisha
768219,JHARSUGUDA,Odisha
768220,JHARSUGUDA,Odisha
768221,SAMBALPUR,Odisha
768222,SAMBALPUR,Odisha
768224,SAMBALPUR,Odisha
768225,JHARSUGUDA,Odisha
768226,JHARSUGUDA,Odisha
768227,SAMBALPUR,Odisha
768228,SAMBALPUR,Odisha
768233,JHARSUGUDA,Odisha
768234,JHARSUGUDA,Odisha
769001,SUNDERGARH,Odisha
769002,SUNDERGARH,Odisha
769003,SUNDERGARH,Odisha
769004,SUNDERGARH,Odisha
769005,SUNDERGARH,Odisha
769006,SUNDERGARH,Odisha
769007,SUNDERGARH,Odisha
769008,SUNDERGARH,Odisha
769009,SUNDERGARH,Odisha
769010,SUNDERGARH,Odisha
769011,SUNDERGARH,Odisha
769012,SUNDERGARH,Odisha
769013,SUNDERGARH,Odisha
769014,SUNDERGARH,Odisha
769015,SUNDERGARH,Odisha
769016,SUNDERGARH,Odisha
769042,SUNDERGARH,Odisha
769043,SUNDERGARH,Odisha
770001,SUNDERGARH,Odisha
770002,SUNDERGARH,Odisha
770011,SUNDERGARH,Odisha
770012,SUNDERGARH,Odisha
770013,SUNDERGARH,Odisha
770014,SUNDERGARH,Odisha
770015,SUNDERGARH,Odisha
770016,SUNDERGARH,Odisha
770017,SUNDERGARH,Odisha
770018,SUNDERGARH,Odisha
770019,SUNDERGARH,Odisha
770020,SUNDERGARH,Odisha
770021,SUNDERGARH,Odisha
770022,SUNDERGARH,Odisha
770023,SUNDERGARH,Odisha
770024,SUNDERGARH,Odisha
770025,SUNDERGARH,Odisha
770031,SUNDERGARH,Odisha
770032,SUNDERGARH,Odisha
770033,SUNDERGARH,Odisha
770034,SUNDERGARH,Odisha
770035,SUNDERGARH,Odisha
770036,SUNDERGARH,Odisha
770037,SUNDERGARH,Odisha
770038,SUNDERGARH,Odisha
770039,SUNDERGARH,Odisha
770040,SUNDERGARH,Odisha
770041,SUNDERGARH,Odisha
770042,SUNDERGARH,Odisha
770043,SUNDERGARH,Odisha
770044,SUNDERGARH,Odisha
770046,SUNDERGARH,Odisha
770048,SUNDERGARH,Odisha
770051,SUNDERGARH,Odisha
770052,SUNDERGARH,Odisha
770070,SUNDERGARH,Odisha
770072,SUNDERGARH,Odisha
770073,SUNDERGARH,Odisha
770074,SUNDERGARH,Odisha
770075,SUNDERGARH,Odisha
770076,SUNDERGARH,Odisha
781001,KAMRUP METROPOLITAN,Assam
781002,KAMRUP METROPOLITAN,Assam
781003,KAMRUP METROPOLITAN,Assam
781004,KAMRUP METROPOLITAN,Assam
781005,KAMRUP METROPOLITAN,Assam
781006,KAMRUP METROPOLITAN,Assam
781007,KAMRUP METROPOLITAN,Assam
781008,KAMRUP,Assam
781009,KAMRUP METROPOLITAN,Assam
781010,KAMRUP METROPOLITAN,Assam
781011,KAMRUP METROPOLITAN,Assam
781012,KAMRUP METROPOLITAN,Assam
781013,KAMRUP METROPOLITAN,Assam
781014,KAMRUP METROPOLITAN,Assam
781015,KAMRUP METROPOLITAN,Assam
781016,KAMRUP METROPOLITAN,Assam
781017,KAMRUP,Assam
781018,KAMRUP METROPOLITAN,Assam
781019,KAMRUP METROPOLITAN,Assam
781020,KAMRUP METROPOLITAN,Assam
781021,KAMRUP METROPOLITAN,Assam
781022,KAMRUP METROPOLITAN,Assam
781023,KAMRUP METROPOLITAN,Assam
781024,KAMRUP METROPOLITAN,Assam
781025,KAMRUP METROPOLITAN,Assam
781026,KAMRUP METROPOLITAN,Assam
781027,KAMRUP METROPOLITAN,Assam
781028,KAMRUP METROPOLITAN,Assam
781029,KAMRUP METROPOLITAN,Assam
781030,KAMRUP METROPOLITAN,Assam
781031,KAMRUP,Assam
781032,KAMRUP METROPOLITAN,Assam
781034,KAMRUP,Assam
781035,KAMRUP METROPOLITAN,Assam
781036,KAMRUP METROPOLITAN,Assam
781037,KAMRUP METROPOLITAN,Assam
781038,KAMRUP METROPOLITAN,Assam
781039,KAMRUP,Assam
781040,KAMRUP METROPOLITAN,Assam
781101,KAMRUP,Assam
781102,KAMRUP,Assam
781103,KAMRUP,Assam
781104,KAMRUP,Assam
781120,KAMRUP,Assam
781121,KAMRUP,Assam
781122,KAMRUP,Assam
781123,KAMRUP,Assam
781124,KAMRUP,Assam
781125,KAMRUP,Assam
781126,NALBARI,Assam
781127,KAMRUP,Assam
781128,KAMRUP,Assam
781129,KAMRUP,Assam
781131,KAMRUP,Assam
781132,KAMRUP,Assam
781133,KAMRUP,Assam
781134,KAMRUP,Assam
781135,KAMRUP,Assam
781136,KAMRUP,Assam
781137,KAMRUP,Assam
781138,NALBARI,Assam
781141,KAMRUP,Assam
781150,KAMRUP METROPOLITAN,Assam
781171,KAMRUP METROPOLITAN,Assam
781301,BARPETA,Assam
781302,BARPETA,Assam
781303,NALBARI,Assam
781304,NALBARI,Assam
781305,BARPETA,Assam
781306,NALBARI,Assam
781307,BARPETA,Assam
781308,BARPETA,Assam
781309,BARPETA,Assam
781310,NALBARI,Assam
781311,BARPETA,Assam
781312,NALBARI,Assam
781313,BAKSA,Assam
781314,BARPETA,Assam
781315,BAKSA,Assam
781316,BARPETA,Assam
781317,BARPETA,Assam
781318,BARPETA,Assam
781319,BARPETA,Assam
781321,BARPETA,Assam
781325,BARPETA,Assam
781326,BARPETA,Assam
781327,BAKSA,Assam
781328,BARPETA,Assam
781329,BARPETA,Assam
781330,BAKSA,Assam
781333,BAKSA,Assam
781334,NALBARI,Assam
781335,NALBARI,Assam
781337,NALBARI,Assam
781338,NALBARI,Assam
781339,NALBARI,Assam
781340,NALBARI,Assam
781341,NALBARI,Assam
781343,NALBARI,Assam
781344,BAKSA,Assam
781346,NALBARI,Assam
781347,NALBARI,Assam
781348,NALBARI,Assam
781349,NALBARI,Assam
781350,NALBARI,Assam
781351,NALBARI,Assam
781352,BARPETA,Assam
781353,NALBARI,Assam
781354,KAMRUP,Assam
781355,BAKSA,Assam
781360,BAKSA,Assam
781364,BAKSA,Assam
781365,KAMRUP,Assam
781366,KAMRUP,Assam
781367,NALBARI,Assam
781368,BAKSA,Assam
781369,NALBARI,Assam
781370,NALBARI,Assam
781371,NALBARI,Assam
781372,BAKSA,Assam
781373,BAKSA,Assam
781374,NALBARI,Assam
781375,NALBARI,Assam
781376,KAMRUP,Assam
781377,NALBARI,Assam
781378,NALBARI,Assam
781380,KAMRUP,Assam
781381,KAMRUP,Assam
781382,KAMRUP,Assam
782001,NAGAON,Assam
782002,NAGAON,Assam
782003,NAGAON,Assam
782101,NAGAON,Assam
782102,NAGAON,Assam
782103,MARIGAON,Assam
782104,MARIGAON,Assam
782105,MARIGAON,Assam
782106,MARIGAON,Assam
782120,NAGAON,Assam
782121,NAGAON,Assam
782122,NAGAON,Assam
782123,NAGAON,Assam
782124,NAGAON,Assam
782125,NAGAON,Assam
782126,MARIGAON,Assam
782127,MARIGAON,Assam
782128,NAGAON,Assam
782135,NAGAON,Assam
782136,NAGAON,Assam
782137,NAGAON,Assam
782138,NAGAON,Assam
782139,NAGAON,Assam
782140,NAGAON,Assam
782141,NAGAON,Assam
782142,NAGAON,Assam
782143,NAGAON,Assam
782144,NAGAON,Assam
782401,KAMRUP METROPOLITAN,Assam
782402,KAMRUP METROPOLITAN,Assam
782403,KAMRUP METROPOLITAN,Assam
782410,KARBI ANGLONG,Assam
782411,NAGAON,Assam
782412,MARIGAON,Assam
782413,MARIGAON,Assam
782425,NAGAON,Assam
782426,NAGAON,Assam
782427,NAGAON,Assam
782428,NAGAON,Assam
782429,NAGAON,Assam
782435,NAGAON,Assam
782439,NAGAON,Assam
782440,NAGAON,Assam
782441,KARBI ANGLONG,Assam
782442,NAGAON,Assam
782445,NAGAON,Assam
782446,NAGAON,Assam
782447,KARBI ANGLONG,Assam
782448,KARBI ANGLONG,Assam
782450,KARBI ANGLONG,Assam
782460,KARBI ANGLONG,Assam
782461,KARBI ANGLONG,Assam
782462,KARBI ANGLONG,Assam
782470,NAGAON,Assam
782480,KARBI ANGLONG,Assam
782481,KARBI ANGLONG,Assam
782482,KARBI ANGLONG,Assam
782485,KARBI ANGLONG,Assam
782486,KARBI ANGLONG,Assam
782490,KARBI ANGLONG,Assam
783101,DHUBRI,Assam
783120,GOALPARA,Assam
783122,GOALPARA,Assam
783123,GOALPARA,Assam
783124,GOALPARA,Assam
783125,GOALPARA,Assam
783126,GOALPARA,Assam
783127,DHUBRI,Assam
783128,DHUBRI,Assam
783129,GOALPARA,Assam
783130,GOALPARA,Assam
783131,DHUBRI,Assam
783132,GOALPARA,Assam
783133,GOALPARA,Assam
783134,GOALPARA,Assam
783135,DHUBRI,Assam
783301,DHUBRI,Assam
783323,DHUBRI,Assam
783324,DHUBRI,Assam
783325,DHUBRI,Assam
783330,DHUBRI,Assam
783331,DHUBRI,Assam
783332,DHUBRI,Assam
783333,KOKRAJHAR,Assam
783334,DHUBRI,Assam
783335,DHUBRI,Assam
783336,KOKRAJHAR,Assam
783337,KOKRAJHAR,Assam
783339,DHUBRI,Assam
783345,KOKRAJHAR,Assam
783346,KOKRAJHAR,Assam
783347,KOKRAJHAR,Assam
783348,DHUBRI,Assam
783349,DHUBRI,Assam
783350,KOKRAJHAR,Assam
783354,KOKRAJHAR,Assam
783360,KOKRAJHAR,Assam
783361,KOKRAJHAR,Assam
783369,KOKRAJHAR,Assam
783370,KOKRAJHAR,Assam
783371,KOKRAJHAR,Assam
783372,KOKRAJHAR,Assam
783373,KOKRAJHAR,Assam
783375,KOKRAJHAR,Assam
783376,KOKRAJHAR,Assam
783380,BONGAIGAON,Assam
783381,BONGAIGAON,Assam
783382,GOALPARA,Assam
783383,DHUBRI,Assam
783384,BONGAIGAON,Assam
783385,BONGAIGAON,Assam
783388,BONGAIGAON,Assam
783389,BONGAIGAON,Assam
783390,BONGAIGAON,Assam
783391,BONGAIGAON,Assam
783392,BONGAIGAON,Assam
783393,BONGAIGAON,Assam
783394,BONGAIGAON,Assam
784001,SONITPUR,Assam
784010,SONITPUR,Assam
784025,SONITPUR,Assam
784026,SONITPUR,Assam
784027,SONITPUR,Assam
784028,SONITPUR,Assam
784101,SONITPUR,Assam
784102,SONITPUR,Assam
784103,SONITPUR,Assam
784104,SONITPUR,Assam
784105,SONITPUR,Assam
784110,SONITPUR,Assam
784111,SONITPUR,Assam
784112,SONITPUR,Assam
784113,UDALGURI,Assam
784114,UDALGURI,Assam
784115,DARRANG,Assam
784116,DARRANG,Assam
784117,SONITPUR,Assam
784125,DARRANG,Assam
784144,DARRANG,Assam
784145,DARRANG,Assam
784146,DARRANG,Assam
784147,DARRANG,Assam
784148,DARRANG,Assam
784149,SONITPUR,Assam
784150,SONITPUR,Assam
784153,SONITPUR,Assam
784154,SONITPUR,Assam
784160,LAKHIMPUR,Assam
784161,LAKHIMPUR,Assam
784163,LAKHIMPUR,Assam
784164,LAKHIMPUR,Assam
784165,LAKHIMPUR,Assam
784166,SONITPUR,Assam
784167,SONITPUR,Assam
784168,SONITPUR,Assam
784169,SONITPUR,Assam
784170,SONITPUR,Assam
784171,SONITPUR,Assam
784172,SONITPUR,Assam
784173,SONITPUR,Assam
784174,SONITPUR,Assam
784175,SONITPUR,Assam
784176,SONITPUR,Assam
784177,SONITPUR,Assam
784178,SONITPUR,Assam
784179,SONITPUR,Assam
784180,SONITPUR,Assam
784182,SONITPUR,Assam
784184,SONITPUR,Assam
784189,SONITPUR,Assam
784190,UDALGURI,Assam
784501,SONITPUR,Assam
784502,SONITPUR,Assam
784504,SONITPUR,Assam
784505,SONITPUR,Assam
784506,SONITPUR,Assam
784507,UDALGURI,Assam
784508,UDALGURI,Assam
784509,UDALGURI,Assam
784510,UDALGURI,Assam
784513,UDALGURI,Assam
784514,DARRANG,Assam
784521,UDALGURI,Assam
784522,UDALGURI,Assam
784523,UDALGURI,Assam
784524,UDALGURI,Assam
784525,UDALGURI,Assam
784526,UDALGURI,Assam
784527,DARRANG,Assam
784528,UDALGURI,Assam
784529,DARRANG,Assam
785001,JORHAT,Assam
785004,JORHAT,Assam
785006,JORHAT,Assam
785007,JORHAT,Assam
785008,JORHAT,Assam
785009,JORHAT,Assam
785010,JORHAT,Assam
785013,JORHAT,Assam
785014,JORHAT,Assam
785015,JORHAT,Assam
785101,JORHAT,Assam
785102,JORHAT,Assam
785104,JORHAT,Assam
785105,JORHAT,Assam
785106,JORHAT,Assam
785107,JORHAT,Assam
785108,JORHAT,Assam
785110,JORHAT,Assam
785111,JORHAT,Assam
785112,JORHAT,Assam
785601,GOLAGHAT,Assam
785602,GOLAGHAT,Assam
785603,GOLAGHAT,Assam
785609,GOLAGHAT,Assam
785610,GOLAGHAT,Assam
785611,GOLAGHAT,Assam
785612,GOLAGHAT,Assam
785613,GOLAGHAT,Assam
785614,GOLAGHAT,Assam
785615,GOLAGHAT,Assam
785616,JORHAT,Assam
785618,GOLAGHAT,Assam
785619,GOLAGHAT,Assam
785621,GOLAGHAT,Assam
785622,GOLAGHAT,Assam
785625,GOLAGHAT,Assam
785626,GOLAGHAT,Assam
785630,JORHAT,Assam
785631,JORHAT,Assam
785632,JORHAT,Assam
785633,JORHAT,Assam
785634,JORHAT,Assam
785635,JORHAT,Assam
785636,JORHAT,Assam
785640,SIBSAGAR,Assam
785661,SIBSAGAR,Assam
785662,SIBSAGAR,Assam
785663,SIBSAGAR,Assam
785664,SIBSAGAR,Assam
785665,SIBSAGAR,Assam
785666,SIBSAGAR,Assam
785667,SIBSAGAR,Assam
785669,SIBSAGAR,Assam
785670,SIBSAGAR,Assam
785671,SIBSAGAR,Assam
785672,SIBSAGAR,Assam
785673,SIBSAGAR,Assam
785674,SIBSAGAR,Assam
785675,DIBRUGARH,Assam
785676,DIBRUGARH,Assam
785680,SIBSAGAR,Assam
785681,SIBSAGAR,Assam
785682,SIBSAGAR,Assam
785683,SIBSAGAR,Assam
785684,SIBSAGAR,Assam
785685,SIBSAGAR,Assam
785686,SIBSAGAR,Assam
785687,SIBSAGAR,Assam
785688,SIBSAGAR,Assam
785689,SIBSAGAR,Assam
785690,SIBSAGAR,Assam
785691,SIBSAGAR,Assam
785692,SIBSAGAR,Assam
785693,SIBSAGAR,Assam
785696,SIBSAGAR,Assam
785697,SIBSAGAR,Assam
785698,SIBSAGAR,Assam
785699,GOLAGHAT,Assam
785700,JORHAT,Assam
785701,SIBSAGAR,Assam
785702,GOLAGHAT,Assam
785703,GOLAGHAT,Assam
785704,JORHAT,Assam
785705,GOLAGHAT,Assam
786001,DIBRUGARH,Assam
786002,DIBRUGARH,Assam
786003,DIBRUGARH,Assam
786004,DIBRUGARH,Assam
786005,DIBRUGARH,Assam
786006,DIBRUGARH,Assam
786007,DIBRUGARH,Assam
786008,DIBRUGARH,Assam
786010,DIBRUGARH,Assam
786012,DIBRUGARH,Assam
786101,DIBRUGARH,Assam
786102,DIBRUGARH,Assam
786103,DIBRUGARH,Assam
786125,TINSUKIA,Assam
786126,TINSUKIA,Assam
786145,TINSUKIA,Assam
786146,TINSUKIA,Assam
786147,TINSUKIA,Assam
786148,TINSUKIA,Assam
786150,TINSUKIA,Assam
786151,TINSUKIA,Assam
786152,TINSUKIA,Assam
786153,TINSUKIA,Assam
786154,TINSUKIA,Assam
786155,TINSUKIA,Assam
786156,TINSUKIA,Assam
786157,TINSUKIA,Assam
786158,TINSUKIA,Assam
786159,TINSUKIA,Assam
786160,TINSUKIA,Assam
786170,TINSUKIA,Assam
786171,TINSUKIA,Assam
786173,TINSUKIA,Assam
786174,TINSUKIA,Assam
786179,TINSUKIA,Assam
786181,TINSUKIA,Assam
786182,TINSUKIA,Assam
786183,TINSUKIA,Assam
786184,DIBRUGARH,Assam
786187,TINSUKIA,Assam
786188,TINSUKIA,Assam
786189,TINSUKIA,Assam
786190,TINSUKIA,Assam
786191,DIBRUGARH,Assam
786192,TINSUKIA,Assam
786601,TINSUKIA,Assam
786602,DIBRUGARH,Assam
786610,DIBRUGARH,Assam
786611,DIBRUGARH,Assam
786612,DIBRUGARH,Assam
786613,DIBRUGARH,Assam
786614,DIBRUGARH,Assam
786621,DIBRUGARH,Assam
786622,DIBRUGARH,Assam
786623,DIBRUGARH,Assam
786692,DIBRUGARH,Assam
787001,LAKHIMPUR,Assam
787023,LAKHIMPUR,Assam
787026,DHEMAJI,Assam
787031,LAKHIMPUR,Assam
787032,LAKHIMPUR,Assam
787033,LAKHIMPUR,Assam
787034,LAKHIMPUR,Assam
787035,LAKHIMPUR,Assam
787051,LAKHIMPUR,Assam
787052,LAKHIMPUR,Assam
787053,LAKHIMPUR,Assam
787054,LAKHIMPUR,Assam
787055,LAKHIMPUR,Assam
787056,LAKHIMPUR,Assam
787057,DHEMAJI,Assam
787058,DHEMAJI,Assam
787059,DHEMAJI,Assam
787060,DHEMAJI,Assam
787061,DHEMAJI,Assam
787110,DHEMAJI,Assam
788001,CACHAR,Assam
788002,CACHAR,Assam
788003,CACHAR,Assam
788004,CACHAR,Assam
788005,CACHAR,Assam
