Model,Release date,Max resolution,Low resolution,Effective pixels,Zoom wide (W),Zoom tele (T),Normal focus range,Macro focus range,Storage included,Weight (inc. batteries),Dimensions,Price
Olympus Stylus Verve ,2004,2272.0,2048.0,3.0,35.0,70.0,50.0,8.0,16.0,165.0,95.0,229.0
Olympus Stylus Verve  S,2005,2560.0,2048.0,4.0,35.0,70.0,50.0,8.0,16.0,165.0,95.0,299.0
Panasonic Lumix DMC-F7,2001,1600.0,800.0,1.0,35.0,70.0,50.0,10.0,8.0,200.0,104.0,1499.0
Panasonic Lumix DMC-FX01,2006,2816.0,2048.0,6.0,28.0,102.0,50.0,5.0,16.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX07,2006,3072.0,2560.0,7.0,28.0,102.0,50.0,5.0,0.0,170.0,94.0,1499.0
Panasonic Lumix DMC-FX1,2003,2048.0,1600.0,3.0,35.0,105.0,50.0,10.0,16.0,185.0,0.0,1499.0
Panasonic Lumix DMC-FX10,2007,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,27.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX100,2007,4000.0,3264.0,12.0,28.0,100.0,50.0,5.0,27.0,150.0,54.0,1499.0
Panasonic Lumix DMC-FX12,2007,3072.0,2560.0,7.0,35.0,105.0,50.0,5.0,27.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX2,2004,2304.0,1600.0,4.0,35.0,105.0,50.0,5.0,16.0,148.0,94.0,1499.0
Panasonic Lumix DMC-FX3,2006,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,13.0,165.0,94.0,299.0
Panasonic Lumix DMC-FX30,2007,3072.0,2560.0,7.0,28.0,100.0,50.0,5.0,27.0,162.0,95.0,299.0
Panasonic Lumix DMC-FX33,2007,3264.0,2560.0,8.0,28.0,100.0,50.0,5.0,27.0,154.0,95.0,299.0
Panasonic Lumix DMC-FX5,2003,2304.0,1600.0,4.0,35.0,105.0,50.0,10.0,16.0,185.0,0.0,1499.0
Panasonic Lumix DMC-FX50,2006,3072.0,2560.0,7.0,28.0,102.0,50.0,5.0,0.0,190.0,98.0,1499.0
Panasonic Lumix DMC-FX55,2007,3264.0,2560.0,8.0,28.0,100.0,50.0,5.0,27.0,165.0,95.0,1499.0
Panasonic Lumix DMC-FX7,2004,2560.0,2048.0,4.0,35.0,105.0,50.0,5.0,16.0,153.0,94.0,1499.0
Panasonic Lumix DMC-FX8,2005,2560.0,2560.0,5.0,35.0,105.0,50.0,5.0,16.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX9,2005,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,16.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FZ1,2002,1600.0,1280.0,2.0,35.0,420.0,30.0,3.0,8.0,354.0,125.0,149.0
Panasonic Lumix DMC-FZ10,2003,2304.0,1600.0,4.0,35.0,420.0,30.0,5.0,16.0,550.0,87.0,149.0
Panasonic Lumix DMC-FZ18,2007,3264.0,2560.0,8.0,28.0,504.0,30.0,1.0,27.0,407.0,118.0,149.0
Panasonic Lumix DMC-FZ2,2003,1600.0,1280.0,2.0,35.0,420.0,30.0,5.0,0.0,350.0,114.0,149.0
Panasonic Lumix DMC-FZ20,2004,2560.0,2048.0,5.0,36.0,432.0,30.0,5.0,16.0,556.0,87.0,149.0
Panasonic Lumix DMC-FZ3,2004,2016.0,1600.0,3.0,35.0,420.0,30.0,5.0,16.0,326.0,108.0,299.0
Panasonic Lumix DMC-FZ30,2005,3264.0,2560.0,8.0,35.0,420.0,30.0,5.0,32.0,740.0,141.0,299.0
Panasonic Lumix DMC-FZ4,2005,2304.0,1600.0,4.0,35.0,420.0,50.0,5.0,8.0,326.0,102.0,149.0
Panasonic Lumix DMC-FZ5,2005,2560.0,2048.0,4.0,36.0,432.0,50.0,5.0,16.0,326.0,108.0,149.0
Panasonic Lumix DMC-FZ50,2006,3648.0,3264.0,10.0,35.0,420.0,30.0,5.0,32.0,734.0,141.0,149.0
Panasonic Lumix DMC-FZ7,2006,2816.0,2304.0,6.0,36.0,432.0,30.0,5.0,16.0,340.0,113.0,149.0
Panasonic Lumix DMC-FZ8,2007,3072.0,2560.0,7.0,36.0,432.0,30.0,5.0,27.0,340.0,113.0,149.0
Panasonic Lumix DMC-L1,2006,3136.0,2560.0,7.0,0.0,0.0,0.0,0.0,0.0,606.0,146.0,1499.0
Panasonic Lumix DMC-L10,2007,3648.0,2816.0,10.0,0.0,0.0,0.0,0.0,0.0,556.0,135.0,1499.0
Panasonic Lumix DMC-LC1,2004,2560.0,2048.0,4.0,28.0,90.0,30.0,30.0,16.0,705.0,135.0,1499.0
Panasonic Lumix DMC-LC20,2002,1600.0,1024.0,1.0,35.0,105.0,50.0,15.0,8.0,290.0,99.0,1499.0
Panasonic Lumix DMC-LC33,2003,2048.0,1600.0,3.0,35.0,105.0,50.0,10.0,32.0,215.0,96.0,1499.0
Panasonic Lumix DMC-LC40,2002,2240.0,1600.0,3.0,33.0,100.0,30.0,6.0,16.0,420.0,104.0,1499.0
Panasonic Lumix DMC-LC43,2003,2304.0,1600.0,4.0,35.0,105.0,50.0,10.0,32.0,215.0,96.0,1499.0
Panasonic Lumix DMC-LC5,2001,2240.0,1600.0,3.0,33.0,100.0,30.0,6.0,32.0,435.0,128.0,1499.0
Panasonic Lumix DMC-LC50,2004,2048.0,1600.0,3.0,35.0,105.0,50.0,10.0,16.0,210.0,65.0,1499.0
Panasonic Lumix DMC-LC70,2004,2304.0,1600.0,4.0,35.0,105.0,50.0,10.0,16.0,210.0,65.0,1499.0
Panasonic Lumix DMC-LC80,2004,2560.0,2048.0,4.0,35.0,105.0,50.0,10.0,16.0,207.0,88.0,1499.0
Panasonic Lumix DMC-LS1,2005,2304.0,1600.0,4.0,35.0,105.0,50.0,5.0,14.0,188.0,94.0,1499.0
Panasonic Lumix DMC-LS2,2006,2560.0,2048.0,5.0,35.0,105.0,50.0,5.0,14.0,188.0,111.0,1499.0
Panasonic Lumix DMC-LS60,2007,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,27.0,188.0,94.0,149.0
Panasonic Lumix DMC-LS75,2007,3072.0,2560.0,7.0,35.0,105.0,50.0,5.0,27.0,188.0,94.0,1499.0
Panasonic Lumix DMC-LX1,2005,3840.0,3072.0,8.0,28.0,112.0,50.0,5.0,32.0,220.0,106.0,1499.0
Panasonic Lumix DMC-LX2,2006,4224.0,3840.0,10.0,28.0,112.0,50.0,5.0,13.0,220.0,106.0,1499.0
Panasonic Lumix DMC-LZ1,2005,2304.0,1600.0,4.0,37.0,222.0,50.0,5.0,14.0,224.0,101.0,149.0
Panasonic Lumix DMC-LZ2,2005,2560.0,2048.0,5.0,37.0,222.0,50.0,5.0,14.0,224.0,101.0,149.0
Panasonic Lumix DMC-LZ3,2006,2560.0,2048.0,5.0,37.0,222.0,50.0,5.0,14.0,230.0,100.0,149.0
Panasonic Lumix DMC-LZ5,2006,2816.0,2048.0,6.0,37.0,222.0,50.0,5.0,14.0,230.0,100.0,149.0
Panasonic Lumix DMC-LZ6,2007,3072.0,2560.0,7.0,37.0,222.0,50.0,5.0,27.0,230.0,99.0,149.0
Panasonic Lumix DMC-LZ7,2007,3072.0,2560.0,7.0,37.0,222.0,50.0,5.0,27.0,234.0,99.0,149.0
Panasonic Lumix DMC-TZ1,2006,2560.0,2048.0,4.0,35.0,350.0,40.0,5.0,13.0,250.0,112.0,299.0
Panasonic Lumix DMC-TZ2,2007,2816.0,2048.0,6.0,28.0,280.0,50.0,5.0,13.0,260.0,105.0,299.0
Panasonic Lumix DMC-TZ3,2007,3072.0,2560.0,7.0,28.0,280.0,50.0,5.0,13.0,280.0,105.0,299.0
Pentax EI-100,2001,1280.0,640.0,1.0,42.0,42.0,60.0,30.0,8.0,240.0,105.0,509.0
Pentax EI-200,2000,1600.0,800.0,1.0,34.0,108.0,50.0,10.0,16.0,390.0,128.0,509.0
Pentax EI-2000,2000,1600.0,800.0,1.0,34.0,108.0,50.0,10.0,16.0,630.0,144.0,509.0
Pentax *ist D,2003,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,650.0,129.0,799.0
Pentax *ist DL,2005,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,565.0,125.0,799.0
Pentax *ist DL2,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,565.0,125.0,799.0
Pentax *ist DS,2004,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,799.0
Pentax *ist DS2,2005,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,799.0
Pentax K100D,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,660.0,129.0,509.0
Pentax K100D Super,2007,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,646.0,129.0,509.0
Pentax K10D,2006,3872.0,3008.0,10.0,0.0,0.0,0.0,0.0,0.0,793.0,142.0,799.0
Pentax K110D,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,585.0,129.0,509.0
Pentax Optio 230,2002,1600.0,1024.0,1.0,38.0,114.0,50.0,10.0,16.0,230.0,104.0,269.0
Pentax Optio 30,2004,2048.0,1600.0,3.0,38.0,114.0,50.0,2.0,16.0,180.0,94.0,149.0
Pentax Optio 330,2001,2048.0,1024.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 330GS,2002,2048.0,1600.0,3.0,38.0,114.0,4.0,5.0,16.0,230.0,104.0,269.0
Pentax Optio 330RS,2002,2048.0,1024.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 33L,2003,2048.0,1600.0,3.0,38.0,114.0,40.0,10.0,16.0,225.0,105.0,269.0
Pentax Optio 33LF,2003,2048.0,1600.0,3.0,38.0,114.0,40.0,10.0,12.0,225.0,109.0,269.0
Pentax Optio 33WR,2003,2048.0,1600.0,3.0,37.0,104.0,30.0,1.0,16.0,208.0,82.0,269.0
Pentax Optio 430,2001,2240.0,1120.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 430RS,2002,2240.0,1120.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 43WR,2004,2288.0,1600.0,3.0,37.0,104.0,30.0,1.0,16.0,200.0,82.0,269.0
Pentax Optio 450,2003,2288.0,1600.0,3.0,37.0,187.0,60.0,2.0,16.0,250.0,100.0,149.0
Pentax Optio 50,2005,2560.0,2048.0,4.0,32.0,96.0,50.0,6.0,12.0,180.0,91.0,149.0
Pentax Optio 550,2003,2592.0,2048.0,5.0,37.0,187.0,60.0,2.0,16.0,250.0,100.0,149.0
Pentax Optio 555,2003,2592.0,2048.0,5.0,37.0,187.0,60.0,2.0,16.0,250.0,100.0,149.0
Pentax Optio 60,2005,2848.0,2272.0,6.0,36.0,108.0,50.0,5.0,12.0,200.0,91.0,149.0
Pentax Optio 750Z,2004,3056.0,2592.0,7.0,37.0,187.0,60.0,2.0,32.0,255.0,100.0,149.0
Pentax Optio A10,2006,3264.0,2592.0,8.0,38.0,114.0,35.0,6.0,24.0,145.0,89.0,249.0
Pentax Optio A20,2006,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,145.0,89.0,149.0
Pentax Optio A30,2007,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,145.0,89.0,269.0
Pentax Optio E10,2006,2816.0,2272.0,6.0,34.0,102.0,50.0,5.0,10.0,180.0,87.0,149.0
Pentax Optio E20,2006,2816.0,2272.0,6.0,34.0,102.0,50.0,5.0,13.0,180.0,90.0,149.0
Pentax Optio E30,2007,3072.0,2592.0,7.0,36.0,108.0,50.0,15.0,11.0,190.0,95.0,149.0
Pentax Optio E40,2007,3264.0,2592.0,8.0,37.0,112.0,40.0,15.0,10.0,175.0,94.0,149.0
Pentax Optio M10,2006,2816.0,2560.0,6.0,35.0,105.0,70.0,10.0,22.0,170.0,89.0,249.0
Pentax Optio M20,2006,3072.0,2560.0,7.0,38.0,114.0,40.0,5.0,22.0,180.0,94.0,149.0
Pentax Optio M30,2007,3072.0,2592.0,7.0,38.0,114.0,40.0,10.0,22.0,120.0,97.0,269.0
Pentax Optio M40,2007,3264.0,2592.0,8.0,36.0,108.0,40.0,5.0,21.0,136.0,97.0,149.0
Pentax Optio MX4,2004,2304.0,1600.0,4.0,37.0,370.0,40.0,10.0,16.0,375.0,73.0,149.0
Pentax Optio S,2003,2048.0,1024.0,3.0,35.0,105.0,40.0,6.0,16.0,115.0,83.0,149.0
Pentax Optio S10,2007,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,116.0,86.0,249.0
Pentax Optio S30,2004,2048.0,1600.0,3.0,38.0,114.0,40.0,6.0,11.0,175.0,89.0,269.0
Pentax Optio S4,2003,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,11.0,115.0,83.0,149.0
Pentax Optio S40,2004,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,11.0,175.0,89.0,149.0
Pentax Optio S45,2005,2304.0,1600.0,4.0,35.0,107.0,40.0,6.0,11.0,155.0,89.0,149.0
Pentax Optio S4i,2004,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,10.0,120.0,84.0,149.0
Pentax Optio S50,2004,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,11.0,180.0,89.0,149.0
Pentax Optio S55,2005,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,11.0,155.0,89.0,149.0
Pentax Optio S5i,2004,2560.0,2048.0,4.0,36.0,107.0,40.0,6.0,10.0,120.0,84.0,149.0
Pentax Optio S5n,2005,2560.0,2304.0,4.0,35.0,107.0,40.0,6.0,9.0,120.0,84.0,149.0
Pentax Optio S5z,2005,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,9.0,120.0,83.0,149.0
Pentax Optio S6,2005,2816.0,2560.0,6.0,37.0,112.0,40.0,15.0,23.0,120.0,86.0,149.0
Pentax Optio S60,2005,2816.0,2560.0,6.0,35.0,106.0,40.0,6.0,11.0,135.0,89.0,149.0
Pentax Optio S7,2006,3072.0,2592.0,7.0,37.0,112.0,40.0,15.0,23.0,120.0,86.0,149.0
Pentax Optio SV,2004,2560.0,2048.0,5.0,36.0,180.0,60.0,3.0,32.0,165.0,91.0,149.0
Pentax Optio SVi,2005,2560.0,2048.0,5.0,36.0,180.0,60.0,3.0,32.0,165.0,91.0,149.0
Pentax Optio T10,2006,2816.0,2592.0,6.0,37.0,112.0,40.0,15.0,12.0,155.0,95.0,249.0
Pentax Optio T20,2006,3072.0,2592.0,7.0,37.0,112.0,40.0,15.0,12.0,155.0,95.0,149.0
Pentax Optio T30,2007,3072.0,2592.0,7.0,38.0,112.0,40.0,15.0,20.0,155.0,95.0,269.0
Pentax Optio W10,2006,2816.0,2560.0,6.0,38.0,114.0,40.0,1.0,10.0,160.0,107.0,269.0
Pentax Optio W20,2006,3072.0,2560.0,7.0,38.0,114.0,40.0,1.0,21.0,150.0,107.0,269.0
Pentax Optio W30,2007,3072.0,2560.0,7.0,38.0,114.0,40.0,1.0,21.0,155.0,108.0,269.0
Pentax Optio WP,2005,2560.0,2304.0,4.0,38.0,114.0,40.0,1.0,10.0,135.0,102.0,269.0
Pentax Optio WPi,2005,2816.0,2560.0,6.0,38.0,114.0,40.0,1.0,10.0,135.0,102.0,269.0
Pentax Optio X,2004,2560.0,2048.0,5.0,36.0,107.0,40.0,6.0,14.0,145.0,112.0,149.0
Pentax Optio Z10,2007,3264.0,2592.0,8.0,38.0,266.0,40.0,8.0,0.0,0.0,94.0,249.0
Ricoh Caplio 500G,2006,3264.0,2592.0,8.0,28.0,85.0,30.0,1.0,26.0,450.0,133.0,229.0
Ricoh Caplio R1V,2005,2560.0,2048.0,4.0,28.0,135.0,30.0,1.0,12.0,195.0,100.0,99.0
Ricoh Caplio R2,2005,2560.0,2048.0,4.0,28.0,135.0,30.0,1.0,28.0,195.0,100.0,99.0
Ricoh Caplio R3,2005,2560.0,2048.0,4.0,28.0,200.0,30.0,1.0,26.0,165.0,95.0,99.0
Ricoh Caplio R30,2006,2560.0,2048.0,4.0,28.0,160.0,30.0,1.0,28.0,180.0,95.0,99.0
Ricoh Caplio R4,2006,2816.0,2048.0,6.0,28.0,200.0,30.0,1.0,26.0,165.0,95.0,99.0
Ricoh Caplio R40,2006,2816.0,2048.0,6.0,28.0,160.0,30.0,1.0,26.0,165.0,95.0,199.0
Ricoh Caplio R5,2006,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,26.0,165.0,96.0,99.0
Ricoh Caplio R6,2007,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,54.0,165.0,100.0,99.0
Ricoh Caplio R7,2007,3264.0,3264.0,8.0,28.0,200.0,30.0,1.0,24.0,135.0,100.0,99.0
Ricoh Caplio RR530,2005,2560.0,2048.0,4.0,32.0,96.0,30.0,1.0,12.0,190.0,91.0,399.0
Ricoh Caplio RR630,2006,2816.0,2048.0,6.0,36.0,108.0,50.0,6.0,12.0,200.0,91.0,399.0
Ricoh Caplio G3,2003,2048.0,1280.0,3.0,35.0,105.0,30.0,1.0,8.0,230.0,124.0,99.0
Ricoh GR Digital,2005,3264.0,2592.0,8.0,28.0,28.0,30.0,2.0,26.0,200.0,107.0,4999.0
Ricoh Caplio GX100,2007,3648.0,3264.0,10.0,24.0,72.0,30.0,1.0,26.0,260.0,112.0,399.0
Ricoh Caplio GX8,2005,3264.0,2592.0,8.0,28.0,85.0,30.0,1.0,26.0,260.0,114.0,99.0
Ricoh RDC-200G,2000,1792.0,1280.0,2.0,38.0,114.0,4.0,4.0,8.0,500.0,144.0,399.0
Ricoh RDC-4300,1998,1280.0,640.0,1.0,35.0,105.0,40.0,8.0,4.0,320.0,135.0,149.0
Ricoh RDC-5000,1999,1792.0,896.0,2.0,38.0,86.0,40.0,4.0,8.0,340.0,131.0,149.0
Ricoh RDC-5300,1999,1792.0,896.0,2.0,38.0,114.0,40.0,4.0,8.0,380.0,131.0,177.0
Ricoh RDC-6000,2000,1600.0,800.0,1.0,40.0,40.0,30.0,13.0,8.0,300.0,110.0,149.0
Ricoh RDC-7,2000,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,320.0,135.0,1699.0
Ricoh RDC-i500,2001,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,320.0,142.0,4999.0
Ricoh RDC-i700,2000,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,450.0,157.0,149.0
Ricoh Caplio RR1,2001,2272.0,1120.0,3.0,35.0,105.0,24.0,1.0,8.0,340.0,135.0,99.0
Ricoh Caplio RX,2004,2048.0,1280.0,3.0,28.0,100.0,30.0,1.0,8.0,215.0,112.0,99.0
Samsung Digimax A50,2005,2592.0,2272.0,5.0,35.0,105.0,80.0,5.0,11.0,185.0,107.0,229.0
Samsung Digimax A502,2005,2592.0,2272.0,5.0,31.0,31.0,100.0,2.0,16.0,175.0,97.0,229.0
Samsung Digimax A55W,2005,2592.0,2272.0,5.0,28.0,135.0,60.0,1.0,32.0,185.0,106.0,229.0
Samsung Digimax 130,2002,1280.0,640.0,1.0,43.0,43.0,80.0,40.0,8.0,250.0,106.0,299.0
Samsung Digimax 202,2004,1600.0,1024.0,1.0,35.0,47.0,120.0,19.0,6.0,135.0,98.0,229.0
Samsung Digimax 230,2002,1600.0,1024.0,1.0,33.0,100.0,80.0,20.0,0.0,0.0,0.0,229.0
Samsung Digimax 250,2004,1600.0,1024.0,1.0,35.0,76.0,80.0,15.0,6.0,210.0,107.0,229.0
Samsung Digimax 301,2004,2048.0,1600.0,3.0,35.0,33.0,10.0,19.0,16.0,137.0,98.0,299.0
Samsung Digimax 350SE,2002,2048.0,1024.0,3.0,34.0,102.0,80.0,20.0,0.0,320.0,114.0,229.0
Samsung Digimax 370,2004,2048.0,1620.0,3.0,35.0,114.0,80.0,5.0,0.0,157.0,108.0,229.0
Samsung Digimax 401,2004,2048.0,1600.0,4.0,35.0,33.0,10.0,19.0,16.0,137.0,98.0,299.0
Samsung Digimax 410,2002,2272.0,1600.0,3.0,34.0,102.0,80.0,20.0,0.0,340.0,116.0,229.0
Samsung Digimax 430,2004,2272.0,2048.0,3.0,35.0,114.0,80.0,5.0,32.0,210.0,107.0,229.0
Samsung Digimax 530,2004,2592.0,2048.0,5.0,38.0,114.0,80.0,6.0,32.0,195.0,110.0,229.0
Samsung Digimax V4,2003,2272.0,1120.0,3.0,38.0,114.0,80.0,6.0,0.0,210.0,106.0,229.0
Samsung GX-10,2006,3872.0,3008.0,10.0,0.0,0.0,0.0,0.0,0.0,793.0,142.0,199.0
Samsung GX-1L,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,570.0,125.0,299.0
Samsung GX-1S,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,299.0
Samsung Digimax i5,2005,2595.0,2272.0,5.0,39.0,117.0,50.0,5.0,50.0,155.0,90.0,229.0
Samsung Digimax i6,2006,2816.0,2592.0,6.0,39.0,117.0,50.0,1.0,45.0,0.0,96.0,229.0
Samsung i7,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,450.0,210.0,101.0,119.0
Samsung i70,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,20.0,180.0,90.0,199.0
Samsung i85,2007,3264.0,2592.0,8.0,36.0,108.0,80.0,5.0,173.0,0.0,95.0,149.0
Samsung L83T,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,19.0,160.0,93.0,229.0
Samsung L700,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,20.0,170.0,97.0,199.0
Samsung L73,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,19.0,180.0,98.0,119.0
Samsung L730,2007,3264.0,2592.0,7.0,38.0,114.0,80.0,10.0,16.0,183.0,95.0,99.0
Samsung L74 Wide,2007,3072.0,2592.0,7.0,28.0,101.0,80.0,5.0,450.0,210.0,105.0,119.0
Samsung L77,2007,3072.0,2592.0,7.0,38.0,266.0,80.0,10.0,0.0,0.0,94.0,119.0
Samsung L830,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,10.0,183.0,95.0,99.0
Samsung NV10,2006,3648.0,3136.0,10.0,35.0,105.0,80.0,4.0,20.0,190.0,97.0,229.0
Samsung NV11,2007,3648.0,3136.0,10.0,35.0,190.0,80.0,1.0,0.0,240.0,107.0,229.0
Samsung NV15,2007,3648.0,2592.0,10.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
Samsung NV20,2007,4000.0,2592.0,12.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
Samsung NV3,2006,3072.0,2816.0,7.0,38.0,114.0,80.0,1.0,15.0,155.0,95.0,229.0
Samsung NV7 OPS,2006,3072.0,2688.0,7.0,38.0,270.0,80.0,1.0,19.0,290.0,106.0,229.0
Samsung NV8,2007,3264.0,2592.0,8.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0
Samsung Pro815,2005,3264.0,2400.0,8.0,28.0,420.0,10.0,3.0,0.0,910.0,136.0,299.0
Samsung S1030,2007,3648.0,3476.0,10.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,199.0
Samsung S1050,2007,3648.0,3476.0,10.0,38.0,190.0,80.0,1.0,45.0,254.0,105.0,199.0
Samsung S630,2007,2816.0,2048.0,6.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0
Samsung S730,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0
Samsung S830,2007,3264.0,3072.0,8.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,99.0
Samsung S85,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,204.0,100.0,149.0
Samsung S850,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,222.0,104.0,149.0
Samsung Digimax U-CA 3,2003,2048.0,2048.0,3.0,35.0,114.0,80.0,5.0,0.0,134.0,102.0,229.0
Samsung Digimax U-CA 4,2004,2272.0,2048.0,4.0,35.0,105.0,80.0,5.0,0.0,169.0,102.0,229.0
Samsung Digimax U-CA 401,2004,2272.0,1136.0,3.0,35.0,35.0,60.0,6.0,0.0,165.0,97.0,229.0
Samsung Digimax V40,2004,2272.0,2048.0,3.0,35.0,113.0,80.0,5.0,0.0,230.0,106.0,229.0
Samsung Digimax V5,2004,2592.0,2272.0,5.0,38.0,114.0,80.0,5.0,0.0,180.0,106.0,229.0
Samsung Digimax V50,2004,2592.0,2272.0,5.0,35.0,113.0,80.0,5.0,256.0,230.0,106.0,229.0
Samsung Digimax V6,2004,2816.0,2560.0,6.0,38.0,114.0,80.0,6.0,0.0,220.0,106.0,229.0
Samsung Digimax V700,2005,3072.0,2816.0,7.0,38.0,114.0,80.0,4.0,128.0,220.0,106.0,229.0
Samsung Digimax V800,2005,3264.0,2816.0,8.0,38.0,114.0,80.0,4.0,32.0,220.0,106.0,229.0
Sanyo DSC-AZ1,2001,2288.0,1600.0,3.0,35.0,98.0,50.0,10.0,16.0,340.0,106.0,429.0
Sanyo DSC-J1,2003,2048.0,1600.0,3.0,37.0,104.0,20.0,2.0,8.0,205.0,98.0,429.0
Sanyo DSC-S1,2003,2048.0,1600.0,3.0,36.0,108.0,50.0,16.0,8.0,190.0,100.0,149.0
Sanyo Xacti DSC-S3,2004,2048.0,1600.0,3.0,37.0,112.0,50.0,2.0,16.0,185.0,91.0,1399.0
Sanyo Xacti DSC-S4,2004,2288.0,1600.0,3.0,37.0,105.0,50.0,2.0,16.0,185.0,91.0,1399.0
Sanyo DSC-MZ1,2001,1600.0,640.0,1.0,35.0,98.0,50.0,10.0,8.0,340.0,106.0,429.0
Sanyo VPC-X350,1999,1024.0,640.0,0.0,38.0,38.0,60.0,10.0,4.0,260.0,105.0,149.0
Sanyo VPC-Z400,1999,1280.0,640.0,1.0,34.0,102.0,80.0,20.0,4.0,350.0,128.0,149.0
Sigma DP1,2006,2640.0,1776.0,4.0,28.0,28.0,0.0,0.0,0.0,270.0,109.0,1599.0
Sigma SD10,2003,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,1599.0
Sigma SD14,2006,2640.0,1776.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,144.0,19.0
Sigma SD9,2002,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,19.0
Sony Mavica FD-91,1998,1024.0,640.0,0.0,37.0,518.0,80.0,3.0,1.0,950.0,140.0,1399.0
Sony Mavica CD1000,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,8.0,980.0,125.0,1399.0
Sony Mavica CD200,2001,1600.0,1024.0,1.0,39.0,117.0,50.0,3.0,8.0,620.0,144.0,1399.0
Sony Mavica CD250,2002,1600.0,1280.0,1.0,41.0,123.0,50.0,3.0,6.0,610.0,138.0,1399.0
Sony Mavica CD300,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,620.0,144.0,1399.0
Sony Mavica CD350,2003,2048.0,1632.0,3.0,41.0,123.0,50.0,10.0,1.0,522.0,132.0,1399.0
Sony Mavica CD400,2002,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,6.0,640.0,138.0,1399.0
Sony Mavica CD500,2003,2592.0,2048.0,5.0,34.0,102.0,50.0,4.0,1.0,606.0,139.0,1399.0
Sony DSC-D700,1998,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
