,Train no.,Train name,Starts,Ends
177,12882,Puri Hwh G Rath,Puri,Howrah Junction
178,18473,Puri Ju Express,Puri,Jodhpur Junction
179,18416,Puri Kdjr Express,Puri,Barabil
180,15643,Puri Kyq Express,Puri,Kamakhya
181,22866,Puri Ltt Superfast Express,Puri,Lokmanyatilak T
182,12146,Puri Ltt Superfast Express,Puri,Lokmanyatilak T
183,18401,Puri Okha Express,Puri,Okha
184,18414,Puri Prdp Express,Puri,Paradip
185,18304,Puri Sbp Intercity Express,Puri,Sambalpur
186,3102,Puri Sdah Special,Puri,Sealdah
187,22836,Puri Shm Superfast Express,Puri,Shalimar
188,18407,Puri Snsi Express,Puri,Sainagar Shirdi
189,2838,Puri Src Premiu,Puri,Santragachi Junction
190,8012,Puri Src Special,Puri,Santragachi Junction
191,8008,Puri Src Special,Puri,Santragachi Junction
192,8010,Puri Src Special,Puri,Santragachi Junction
193,8014,Puri Src Special,Puri,Santragachi Junction
194,8401,Puri Src Special,Puri,Santragachi Junction
195,8410,Puri Src Special,Puri,Santragachi Junction
196,22827,Puri Surat Express,Puri,Surat
197,17479,Puri Tpty Express,Puri,Tirupati
198,22910,Puri Valsad Express,Puri,Valsad
199,22883,Puri Ypr G Rath,Puri,Yesvantpur Junction
200,12802,Purshottam Express,New Delhi,Puri
201,22606,Purulia Express,Villuparam Junction,Purulia Junction
202,12801,Purushottam Express,Puri,New Delhi
203,15048,Purvanchal Express,Gorakhpur Junction,Kolkata
204,12533,Pushpak Express,Lucknow Ne,Mumbai Cst
205,12534,Pushpak Express,Mumbai Cst,Lucknow Ne
206,1208,Pvr Latur Special,Pandharpur,Latur
207,7502,Pvr Nanded Special,Pandharpur,Nanded
208,51434,Pvr Nzb Passenger,Pandharpur,Nizamabad
209,1038,Pvr Snsi Special,Pandharpur,Sainagar Shirdi
210,8570,Qln Vskp Express,Kollam Junction,Vishakapatnam
211,18568,Qln Vskp Express,Kollam Junction,Vishakapatnam
212,7214,Qln Bza Express,Kollam Junction,Vijayawada Junction
213,7112,Qln Sc Express,Kollam Junction,Secunderabad Junction
214,18210,R Drz Express,Raipur Junction,Dalli Rajhara
215,8797,R Krba Superfast Special,Raipur Junction,Korba
216,8795,R Krba Superfast Special,Raipur Junction,Korba
217,13146,Radhikapur Express,Radhikapur,Kolkata
218,13145,Radhikapur Express,Kolkata,Radhikapur
219,72451,Rail Motor,Kalka,Simla
220,72452,Rail Motor,Simla,Kalka
221,12433,Rajdhani Express,Chennai Central,H Nizamuddin
222,12431,Rajdhani Express,Trivandrum Cntl,H Nizamuddin
223,22691,Rajdhani Express,Bangalore Cy Junction,H Nizamuddin
224,12437,Rajdhani Express,Secunderabad Junction,H Nizamuddin
225,22693,Rajdhani Express,Bangalore Cy Junction,H Nizamuddin
226,12493,Rajdhani Express,Bangalore Cy Junction,H Nizamuddin
227,12141,Rajendra Ngr Express,Mumbai Cst,Rjndr Ngr Bihar
228,13234,Rajgriha Express,Danapur,Rajgir
229,13233,Rajgriha Express,Rajgir,Danapur
230,16614,Rajkot Express,Coimbatore Junction,Rajkot Junction
231,17018,Rajkot Express,Secunderabad Junction,Rajkot Junction
232,22937,Rajkot Rewa Express,Rajkot Junction,Rewa
233,9571,Rajkot Rewa Special,Rajkot Junction,Rewa
234,9567,Rajkot Superfast Special,Vadodara Junction,Rajkot Junction
235,12463,Rajsthn S Krant,Delhi S Rohilla,Bikaner Junction
236,18418,Rajya Rani Express,Bhubaneswar,Rourkela
237,18417,Rajya Rani Express,Rourkela,Bhubaneswar
238,16349,Rajya Rani Express,Trivandrum Cntl,Nilambur Road
239,11004,Rajya Rani Express,Sawantwadi Road,Dadar
240,11003,Rajya Rani Express,Dadar,Sawantwadi Road
241,22162,Rajya Rani Express,Damoh,Bhopal Junction
242,22101,Rajya Rani Express,Lokmanyatilak T,Manmad Junction
243,22454,Rajya Rani Express,Meerut City,Lucknow Ne
244,12568,Rajya Rani Express,Patna Junction,Saharsa Junction
245,22453,Rajya Rani Express,Lucknow Ne,Meerut City
246,22161,Rajya Rani Express,Bhopal Junction,Damoh
247,22102,Rajya Rani Express,Manmad Junction,Lokmanyatilak T
248,12567,Rajya Rani Express,Saharsa Junction,Patna Junction
249,16350,Rajya Rani Express,Nilambur Road,Trivandrum Cntl
250,16558,Rajyarani Express,Bangalore Cy Junction,Mysore Junction
251,16557,Rajyarani Express,Mysore Junction,Bangalore Cy Junction
252,57619,Ral Sc Fastpass,Repalle,Secunderabad Junction
253,6101,Rameshwarm Express,Chennai Egmore,Rameswaram
254,16701,Rameswaram Express,Chennai Egmore,Rameswaram
255,16713,Rameswaram Express,Chennai Egmore,Rameswaram
256,16734,Rameswaram Express,Okha,Rameswaram
257,16618,Rameswaram Express,Coimbatore Junction,Rameswaram
258,16101,Rameswaram Express,Chennai Egmore,Rameswaram
259,19061,Ramnagar Express,Bandra Terminus,Ramnagar
260,12347,Rampurhat Express,Howrah Junction,Rampur Hat
261,12348,Rampurhat Express,Rampur Hat,Howrah Junction
262,14707,Ranakpur Express,Bikaner Junction,Bandra Terminus
263,14708,Ranakpur Express,Bandra Terminus,Bikaner Junction
264,18610,Ranchi Express,Lokmanyatilak T,Ranchi
265,16589,Rani Chennamma,Bangalore Cy Junction,C Shahumharaj T
266,16590,Ranichennama Express,C Shahumharaj T,Bangalore Cy Junction
267,15014,Ranikhet Express,Kathgodam,Jaisalmer
268,15013,Ranikhet Express,Jaisalmer,Ramnagar
269,12465,Ranthambore Express,Indore Junction Bg,Jodhpur Junction
270,12521,Rapti Sagar Express,Barauni Junction,Eranakulam Junction
271,12511,Rapti Sagar Express,Gorakhpur Junction,Trivandrum Cntl
272,12522,Raptisagar Express,Eranakulam Junction,Barauni Junction
273,12512,Raptisagar Express,Trivandrum Cntl,Gorakhpur Junction
274,19653,Ratlam Ajmer Express,Ratlam Junction,Ajmer Junction
275,12718,Ratnachal Express,Vijayawada Junction,Vishakapatnam
276,12717,Ratnachalam Express,Vishakapatnam,Vijayawada Junction
277,50103,Ratnagiri Passenger,Dadar,Ratnagiri
278,57271,Rayagada Psgnr,Vijayawada Junction,Rayagada
279,17430,Rayalaseema Express,Tirupati,Hyderabad Decan
280,17429,Rayalaseema Express,Hyderabad Decan,Tirupati
281,22487,Rdp Anvt Link E,Radhikapur,Anand Vihar Trm
282,9741,Re Dee Special,Rewari,Delhi S Rohilla
283,52570,Red Panda,Darjeeling,Kurseong
284,12427,Rewa Anvt Express,Rewa,Anand Vihar Trm
285,2184,Rewa Bpl Superfast Special,Rewa,Bhopal Junction
286,58230,Rewa Bsp F Passenger,Rewa,Bilaspur Junction
287,51753,Rewa Chrm Fast Passenger,Rewa,Chirmiri
288,11704,Rewa Express,Indore Junction Bg,Rewa
289,1266,Rewa Hbj Special,Rewa,Habibganj
290,2192,Rewa Hbj Superfast Special,Rewa,Habibganj
291,2186,Rewa Hbj Superfast Special,Rewa,Habibganj
292,11703,Rewa Indb Express,Rewa,Indore Junction Bg
293,1703,Rewa Indb Express,Rewa,Indore Junction Bg
294,51702,Rewa Jbp Passenger,Rewa,Jabalpur
295,1676,Rewa Kota Superfast Special,Rewa,Kota Junction
296,1670,Rewa Kota Superfast Special,Rewa,Kota Junction
297,11208,Rewa Nagpur Express,Rewa,Nagpur
298,9572,Rewa Rjt Special,Rewa,Rajkot Junction
299,22938,Rewa Rjt Superfast Express,Rewa,Rajkot Junction
300,12186,Rewanchal Express,Rewa,Habibganj
301,12185,Rewanchal Express,Habibganj,Rewa
302,6032,Rgd Mas Special,Rajgir,Chennai Central
303,57272,Rgda Bza Passenger,Rayagada,Vijayawada Junction
304,18302,Rgda Sbp Express,Rayagada,Puri
305,13242,Rjpb Banka Express,Rjndr Ngr Bihar,Banka
306,12142,Rjpb Cstm Express,Rjndr Ngr Bihar,Mumbai Cst
307,18623,Rjpb Hatia Express,Rjndr Ngr Bihar,Barka Kana
308,19322,Rjpb Indb Express,Rjndr Ngr Bihar,Indore Junction Bg
309,18696,Rjpb Ipr Express,Rjndr Ngr Bihar,Islampur
310,13201,Rjpb Ltt Express,Rjndr Ngr Bihar,Lokmanyatilak T
311,13282,Rjpb Ntsk Express,Rjndr Ngr Bihar,New Tinsukia Junction
312,3282,Rjpb Ntsk Special,Rjndr Ngr Bihar,New Tinsukia Junction
313,12310,Rjpb Rajdhani,New Delhi,Rjndr Ngr Bihar
314,12309,Rjpb Rajdhani,Rjndr Ngr Bihar,New Delhi
315,22464,Rjsthn S Kranti,Bikaner Junction,Delhi S Rohilla
316,12464,Rjsthn S Kranti,Jodhpur Junction,Delhi S Rohilla
317,9568,Rjt Brc Superfast Special,Rajkot Junction,Vadodara Junction
318,19579,Rjt Dee Express,Rajkot Junction,Delhi S Rohilla
319,9579,Rjt Dee Express,Rajkot Junction,Delhi S Rohilla
320,19571,Rjt Pbr Express,Rajkot Junction,Porbandar
321,17017,Rjt Sc Express,Rajkot Junction,Secunderabad Junction
322,8050,Rjt Src Special,Rajkot Junction,Santragachi Junction
323,2850,Rjt Src Special,Rajkot Junction,Santragachi Junction
324,14711,Rksh Sgnr Express,Rishikesh,Shri Ganganagar
325,22621,Rmm Cape Express,Rameswaram,Kanyakumari
326,16714,Rmm Chennai Express,Rameswaram,Chennai Egmore
327,6020,Rmm Mas Express,Rameswaram,Chennai Central
328,6010,Rmm Mas Express,Rameswaram,Chennai Central
329,15119,Rmm Muv Express,Rameswaram,Manduadih
330,16733,Rmm Okha Express,Rameswaram,Okha
331,16780,Rmm Tpty Express,Rameswaram,Tirupati
332,14259,Rmm Varanasi Express,Rameswaram,Varanasi Junction
333,15056,Rmr Af Express,Ramnagar,Agra Fort
334,19062,Rmr Bdts Express,Ramnagar,Bandra Terminus
335,9062,Rmr Bdts Express,Ramnagar,Bandra Terminus
336,55322,Rmr Bsb Express,Ramnagar,Varanasi Junction
337,15031,Rmr Cdg Express,Ramnagar,Chandigarh
338,5055,Rmr Cdg Special,Ramnagar,Chandigarh
339,25036,Rmr Dli Link Express,Ramnagar,Delhi
340,15034,Rmr Hw Express,Ramnagar,Haridwar Junction
341,5312,Rmr Ljn Special,Ramnagar,Lucknow Ne
342,50104,Rn Dadar Passenger,Ratnagiri,Dadar
343,116,Rn Ltt Special,Ratnagiri,Lokmanyatilak T
344,118,Rn Vasai Rd Special,Ratnagiri,Vasai Road
345,18605,Rnc Jyg Express,Ranchi,Jaynagar
346,15661,Rnc Kyq Express,Ranchi,Kamakhya
347,18603,Rnc Bgp Express,Ranchi,Bhagalpur
348,18611,Rnc Bsb Express,Ranchi,Varanasi Junction
349,18619,Rnc Dumk Express,Ranchi,Dumka
350,18632,Rnc Garib Nawaz,Ajmer Junction,Ranchi
351,12877,Rnc Garib Rath,Ranchi,New Delhi
352,18631,Rnc Garibnwaz E,Ranchi,Ajmer Junction
353,18628,Rnc Hwh Intercity Express,Ranchi,Howrah Junction
354,22892,Rnc Hwh Intercity Express,Ranchi,Howrah Junction
355,12365,Rnc Janshatabdi,Patna Junction,Ranchi
356,18609,Rnc Ltt Express,Ranchi,Lokmanyatilak T
357,3446,Rnc Mldt Special,Ranchi,Malda Town
358,12453,Rnc Ndls Raj Express,Ranchi,New Delhi
359,12439,Rnc Ndls Raj Express,Ranchi,New Delhi
360,18629,Rnc Njp Express,Ranchi,New Jalpaiguri
361,8629,Rnc Njp Special,Ranchi,New Jalpaiguri
362,8624,Rnc Pnbe Special,Ranchi,Patna Junction
363,15927,Rny Dbrg Express,Rangiya Junction,Dibrugarh
364,5967,Rny Dbrg Special,Rangiya Junction,Dibrugarh
365,16177,Rock Fort Express,Chennai Egmore,Tiruchchirapali
366,16178,Rockfort Express,Tiruchchirapali,Chennai Egmore
367,14324,Rok Ndls Express,Rohtak Junction,New Delhi
368,18105,Rou Bbs Intercity Express,Rourkela,Bhubaneswar
369,18107,Rou Krpu Express,Rourkela,Koraput
370,18109,Rou Muri Jat Express,Rourkela,Jammu Tawi
371,13014,Rph Bwn Express,Rampur Hat,Barddhaman Junction
372,13188,Rph Sdah Express,Rampur Hat,Sealdah
373,12374,Rph Sdah Intrct,Rampur Hat,Sealdah
374,4742,Rtgh Bkn Special,Ratangarh Junction,Bikaner Junction
375,19327,Rtm Udaipur Express,Ratlam Junction,Udaipur City
376,8562,Ru Vskp Special,Renigunta Junction,Vishakapatnam
377,17622,Ru Awb Express,Renigunta Junction,Aurangabad
378,7430,Ru Hyb Special,Renigunta Junction,Hyderabad Decan
379,12884,Rupasibangla Express,Purulia Junction,Santragachi Junction
380,12883,Rupasibangla Express,Santragachi Junction,Purulia Junction
381,3544,Rxl Asn Special,Raxual Junction,Asansol Junction
382,13044,Rxl Hwh Express,Raxual Junction,Howrah Junction
383,3030,Rxl Hwh Special,Raxual Junction,Howrah Junction
384,3044,Rxl Hwh Special,Raxual Junction,Howrah Junction
385,12393,S Kranti Superfast Express,Rjndr Ngr Bihar,New Delhi
386,11064,Sa Chennai Express,Salem Junction,Chennai Egmore
387,17230,Sabari Express,Hyderabad Decan,Trivandrum Cntl
388,17229,Sabari Express,Trivandrum Cntl,Hyderabad Decan
389,19166,Sabarmati Express,Darbhanga Junction,Ahmedabad Junction
390,19167,Sabarmati Express,Ahmedabad Junction,Varanasi Junction
391,19168,Sabarmati Express,Varanasi Junction,Ahmedabad Junction
392,19165,Sabarmati Express,Ahmedabad Junction,Darbhanga Junction
393,12715,Sachkhand Express,Nanded,Amritsar Junction
394,14017,Sadbhavna Express,Raxual Junction,Delhi
395,14018,Sadbhavna Express,Delhi,Raxual Junction
396,14015,Sadbhawana Express,Raxual Junction,Delhi
397,14007,Sadbhawna Express,Raxual Junction,Delhi
398,14008,Sadhbhawna Express,Delhi,Raxual Junction
399,14016,Sadhbhawna Express,Delhi,Raxual Junction
400,11024,Sahyadri Express,C Shahumharaj T,Mumbai Cst
401,11023,Sahyadri Express,Mumbai Cst,C Shahumharaj T
402,12132,Sainagar Dr Express,Sainagar Shirdi,Dadar
403,11067,Saket Express,Lokmanyatilak T,Rae Bareli Junction
404,11068,Saket Express,Faizabad Junction,Lokmanyatilak T
405,21068,Saket Link Express,Rae Bareli Junction,Lokmanyatilak T
406,12152,Samarsata Express,Howrah Junction,Lokmanyatilak T
407,12151,Samarsata Express,Lokmanyatilak T,Howrah Junction
408,12217,Sampark Kranthi,Kochuveli,Chandigarh
409,12649,Sampark Kranti,Yesvantpur Junction,H Nizamuddin
410,12651,Sampark Kranti,Madurai Junction,H Nizamuddin
411,12629,Sampark Kranti,Yesvantpur Junction,H Nizamuddin
412,12394,Sampoorn K Express,New Delhi,Rjndr Ngr Bihar
413,12808,Samta Express,H Nizamuddin,Vishakapatnam
414,12807,Samta Express,Vishakapatnam,H Nizamuddin
415,14164,Sangam Express,Meerut City,Allahabad Junction
416,14163,Sangam Express,Allahabad Junction,Dehradun
417,12296,Sangha Mitra Express,Patna Junction,Bangalore Cy Junction
418,12295,Sanghamitra Express,Bangalore Cy Junction,Patna Junction
419,12337,Santinikatanexp,Howrah Junction,Bolpur S Niktn
420,12338,Santiniketanexp,Bolpur S Niktn,Howrah Junction
421,2852,Santragachi Express,Eranakulam Junction,Santragachi Junction
422,18010,Santragachi Express,Ajmer Junction,Santragachi Junction
423,12557,Sapt Kranti Express,Muzaffarpur Junction,Anand Vihar Trm
424,12558,Sapt Kranti Express,Anand Vihar Trm,Muzaffarpur Junction
425,16058,Saptagiri Express,Tirupati,Chennai Central
426,16057,Sapthagiri Express,Chennai Central,Tirupati
427,12346,Saraighat Express,Guwahati,Howrah Junction
428,12345,Saraighat Express,Howrah Junction,Guwahati
429,15159,Sarnath Express,Chhapra,Durg
430,15230,Sarnath Express,Gondia Junction,Chhapra
431,15229,Sarnath Express,Chhapra,Durg
432,15160,Sarnath Express,Durg,Chhapra
433,12474,Sarvodaya Express,Jammu Tawi,Ahmedabad Junction
434,12473,Sarvodaya Express,Ahmedabad Junction,Jammu Tawi
435,14649,Saryu Yamuna Express,Jaynagar,Amritsar Junction
436,14650,Saryuyamuna Express,Amritsar Junction,Jaynagar
437,12278,Satabdi Express,Puri,Howrah Junction
438,12277,Satabdi Express,Howrah Junction,Puri
439,12713,Satavahana Express,Vijayawada Junction,Secunderabad Junction
440,12714,Satavahana Express,Secunderabad Junction,Vijayawada Junction
441,10001,Satpura Express,Balaghat Junction,Jabalpur
442,10002,Satpura Express,Jabalpur,Balaghat Junction
443,15273,Satyagrah Express,Raxual Junction,Delhi
444,15274,Satyagrah Express,Delhi,Raxual Junction
445,19017,Sau Janata Express,Bandra Terminus,Jamnagar
446,19018,Sau Janata Express,Jamnagar,Bandra Terminus
447,19216,Saurashtra Express,Porbandar,Mumbai Central
448,19215,Saurashtra Express,Mumbai Central,Porbandar
449,19006,Saurashtra Mail,Okha,Mumbai Central
450,19005,Saurashtra Mail,Mumbai Central,Veraval
451,6513,Sbc Pnbe Express,Bangalore Cy Junction,Patna Junction
452,22625,Sbc Double Deck,Chennai Central,Bangalore Cy Junction
453,56912,Sbc Fast Psgn,Hubli Junction,Bangalore Cy Junction
454,56910,Sbc Fast Psgn,Hospet Junction,Bangalore Cy Junction
455,16531,Sbc Garib Nawaj,Ajmer Junction,Bangalore Cy Junction
456,16534,Sbc Jodhpur Express,Bangalore Cy Junction,Jodhpur Junction
457,6030,Sbc Mas Express,Bangalore Cy Junction,Chennai Central
458,16594,Sbc Nanded Express,Bangalore Cy Junction,Nanded
459,16201,Sbc Smet Express,Bangalore Cy Junction,Shimoga Town
460,3235,Sbg Dnr Special,Sahibganj Junction,Danapur
461,4513,Sbi Bahtinda Special,Sabarmati Junction,Bhatinda Junction
462,18311,Sbp Bsb Express,Sambalpur,Varanasi Junction
463,22804,Sbp Hwh Superfast Express,Sambalpur,Howrah Junction
464,18303,Sbp Puri Intercity Express,Sambalpur,Puri
465,18301,Sbp Rgda Express,Sambalpur,Rayagada
466,8301,Sbp Ypr Special,Sambalpur,Yesvantpur Junction
467,7101,Sc Cct Special,Secunderabad Junction,Kakinada Town
468,8892,Sc G Superfast Special,Secunderabad Junction,Gondia Junction
469,7117,Sc Nlr Special,Secunderabad Junction,Nellore
470,22850,Sc Shm Wkly Express,Secunderabad Junction,Shalimar
471,17320,Sc Ubl Express,Secunderabad Junction,Hubli Junction
472,7320,Sc Ubl Special,Secunderabad Junction,Hubli Junction
473,8573,Sc Vskp Superfast Special,Secunderabad Junction,Vishakapatnam
474,12784,Sc Vskp Ac Express,Secunderabad Junction,Vishakapatnam
475,2728,Sc Vskp Ac Special,Secunderabad Junction,Vishakapatnam
476,2740,Sc Vskp Ac Special,Secunderabad Junction,Vishakapatnam
477,7148,Sc Vskp Special,Secunderabad Junction,Vishakapatnam
478,8512,Sc Vskp Special,Secunderabad Junction,Vishakapatnam
479,7104,Sc Vskp Special,Secunderabad Junction,Vishakapatnam
480,17037,Sc Bkn Express,Secunderabad Junction,Bikaner Junction
481,7210,Sc Bza Special,Secunderabad Junction,Vijayawada Junction
482,7208,Sc Bza Special,Secunderabad Junction,Vijayawada Junction
483,2776,Sc Cct Superfast Special,Secunderabad Junction,Kakinada Town
484,2738,Sc Cct Superfast Special,Secunderabad Junction,Kakinada Town
485,7202,Sc Cct Superfast Special,Secunderabad Junction,Kakinada Town
486,2701,Sc Cstm Premium,Secunderabad Junction,Mumbai Cst
487,17007,Sc Dbg Express,Secunderabad Junction,Darbhanga Junction
488,12219,Sc Duronto Express,Lokmanyatilak T,Secunderabad Junction
489,22203,Sc Duronto Express,Vishakapatnam,Secunderabad Junction
490,12736,Sc Garib Rath,Yesvantpur Junction,Secunderabad Junction
491,2709,Sc Garibrath Special,Gudur Junction,Secunderabad Junction
492,12513,Sc Ghy Express,Secunderabad Junction,Guwahati
493,7249,Sc Ghy Special,Secunderabad Junction,Guwahati
494,7149,Sc Ghy Special,Secunderabad Junction,Guwahati
495,12706,Sc Gnt Express,Secunderabad Junction,Guntur Junction
496,12795,Sc Intercity,Vijayawada Junction,Secunderabad Junction
497,19714,Sc Jp Express,Secunderabad Junction,Jaipur
498,9735,Sc Jp Special,Secunderabad Junction,Jaipur
499,2220,Sc Ltt Special,Secunderabad Junction,Lokmanyatilak T
500,7002,Sc Mmr Express,Secunderabad Junction,Manmad Junction
501,7050,Sc Mtm Special,Secunderabad Junction,Machelipatnam
502,17026,Sc Mugr Express,Secunderabad Junction,Manuguru
503,12752,Sc Mugr Express,Secunderabad Junction,Manuguru
504,12771,Sc Ngp Superfast Express,Secunderabad Junction,Nagpur
505,7121,Sc Nlr Special,Secunderabad Junction,Nellore
506,7119,Sc Nsl Special,Secunderabad Junction,Nagarsol
507,19201,Sc Pbr Express,Secunderabad Junction,Porbandar
508,9222,Sc Pbr Special,Secunderabad Junction,Porbandar
509,12791,Sc Pnbe Express,Secunderabad Junction,Patna Junction
510,3242,Sc Pnbe Special,Secunderabad Junction,Patna Junction
511,3241,Sc Rrb Exam Special,Patna Junction,Secunderabad Junction
512,12774,Sc Shm Ac Express,Secunderabad Junction,Shalimar
513,17002,Sc Snsi Express,Secunderabad Junction,Sainagar Shirdi
514,2732,Sc Tpty Express,Secunderabad Junction,Tirupati
515,12732,Sc Tpty Superfast Express,Secunderabad Junction,Tirupati
516,2742,Sc Vskp Superfast Special,Secunderabad Junction,Vishakapatnam
517,8504,Sc Vskp Special,Secunderabad Junction,Vishakapatnam
518,8502,Sc Vskp Special,Secunderabad Junction,Vishakapatnam
519,8506,Sc Vskp Special,Secunderabad Junction,Vishakapatnam
520,55616,Scl Ghy Passenger,Silchar,Guwahati
521,13119,Sdah Dli Express,Sealdah,Delhi
522,3179,Sdah Aii Special,Sealdah,Ajmer Junction
523,12987,Sdah Ajmer Express,Sealdah,Ajmer Junction
524,3189,Sdah Anvt Special,Sealdah,Anand Vihar Trm
525,3173,Sdah Bny Special,Sealdah,Barhni
526,13133,Sdah Bsb Express,Sealdah,Varanasi Junction
527,13105,Sdah Bui Express,Sealdah,Ballia
528,2265,Sdah Dli Premiu,Sealdah,Delhi
529,12260,Sdah Duronto Express,New Delhi,Sealdah
530,9310,Sdah Indb Special,Sealdah,Indore Junction Bg
531,4822,Sdah Ju Premiu,Sealdah,Jodhpur Junction
532,53175,Sdah Lgl Pgr,Sealdah,Lalgola
533,53131,Sdah Mfp Fstpgr,Sealdah,Muzaffarpur Junction
534,3139,Sdah Njp Special,Sealdah,New Jalpaiguri
535,2260,Sdah Premium,New Delhi,Sealdah
536,3101,Sdah Puri Special,Sealdah,Puri
537,12313,Sdah Rajdhaniex,Sealdah,New Delhi
538,13187,Sdah Rph Express,Sealdah,Rampur Hat
539,12373,Sdah Rph Intrct,Sealdah,Rampur Hat
540,2266,Sdah Superfast Premium,Delhi,Sealdah
541,58701,Sdl Abkp Passenger,Shahdol,Ambikapur
542,13152,Sealdah Express,Jammu Tawi,Kolkata
543,12314,Sealdah Rjdhani,New Delhi,Sealdah
544,9221,Secunderabad Special,Porbandar,Secunderabad Junction
545,17319,Secundrabad Express,Hubli Junction,Secunderabad Junction
546,12488,Seemanchal Express,Anand Vihar Trm,Radhikapur
547,12487,Seemanchal Express,Jogbani,Anand Vihar Trm
548,6193,Sengottai Express,Manamadurai Junction,Sengottai
549,6803,Sengottai Express,Chennai Egmore,Sengottai
550,17209,Seshadri Express,Bangalore Cy Junction,Kakinada Town
551,12769,Seven Hills Express,Tirupati,Secunderabad Junction
552,12770,Seven Hills Express,Secunderabad Junction,Tirupati
553,12140,Sewagram Express,Nagpur,Mumbai Cst
554,12139,Sewagram Express,Mumbai Cst,Balharshah
555,4731,Sgnr Bkn Special,Shri Ganganagar,Bikaner Junction
556,4752,Sgnr Hmh Special,Shri Ganganagar,Hanumangarh Junction
557,14525,Sgnr Intercity,Ambala Cant Junction,Shri Ganganagar
558,14713,Sgnr Jat Express,Shri Ganganagar,Jammu Tawi
559,4733,Sgnr Jat Special,Shri Ganganagar,Jammu Tawi
560,12486,Sgnr Ned Express,Shri Ganganagar,Nanded
561,4721,Sgnr Ned Superfast Special,Shri Ganganagar,Nanded
562,14712,Sgnr Rksh Express,Shri Ganganagar,Rishikesh
563,11651,Sgrl Intercity,Jabalpur,Singrauli
564,13345,Sgrl Intercity,Varanasi Junction,Shakti Nagar
565,23347,Sgrl Pnbe Lnk E,Singrauli,Patna Junction
566,14674,Shaheed Express,Amritsar Junction,Jaynagar
567,14673,Shaheed Express,Jaynagar,Amritsar Junction
568,1447,Shaktipunj Express,Jabalpur,Howrah Junction
569,11448,Shaktipunj Express,Howrah Junction,Jabalpur
570,11447,Shaktipunj Express,Jabalpur,Howrah Junction
571,22641,Shalimar Express,Trivandrum Cntl,Shalimar
572,14645,Shalimar Express,Delhi,Jammu Tawi
573,14646,Shalimar Express,Jammu Tawi,Delhi
574,12497,Shane Punjab,New Delhi,Amritsar Junction
575,12498,Shane Punjab,Amritsar Junction,New Delhi
576,11035,Sharavathi Express,Dadar,Mysore Junction
577,11036,Sharavati Express,Mysore Junction,Dadar
578,12243,Shatabdi Express,Chennai Central,Coimbatore Junction
579,12025,Shatabdi Express,Pune Junction,Secunderabad Junction
580,12008,Shatabdi Express,Mysore Junction,Chennai Central
581,12028,Shatabdi Express,Bangalore Cy Junction,Chennai Central
582,12027,Shatabdi Express,Chennai Central,Bangalore Cy Junction
583,12010,Shatabdi Express,Ahmedabad Junction,Mumbai Central
584,12009,Shatabdi Express,Mumbai Central,Ahmedabad Junction
585,12244,Shatabdi Express,Coimbatore Junction,Chennai Central
586,12007,Shatabdi Express,Chennai Central,Mysore Junction
587,12019,Shatabdi Express,Howrah Junction,Ranchi
588,12041,Shatabdi Express,Howrah Junction,New Jalpaiguri
589,12020,Shatabdi Express,Ranchi,Howrah Junction
590,23225,Shc Dnr Link Express,Saharsa Junction,Danapur
591,2204,Shc Garib Rath,Amritsar Junction,Saharsa Junction
592,12204,Shc Garib Rath,Amritsar Junction,Saharsa Junction
593,17210,Sheshadri Express,Kakinada Town,Bangalore Cy Junction
594,16579,Shimoga Express,Yesvantpur Junction,Shimoga Town
595,22912,Shipra Express,Howrah Junction,Indore Junction Bg
596,22911,Shipra Express,Indore Junction Bg,Howrah Junction
597,19305,Shipra Express,Indore Junction Bg,Howrah Junction
598,22601,Shirdi Express,Chennai Central,Sainagar Shirdi
599,51033,Shirdi Fast Passenger,Mumbai Cst,Sainagar Shirdi
600,12560,Shiv Ganga Express,New Delhi,Manduadih
601,12559,Shiv Ganga Express,Manduadih,New Delhi
602,52451,Shivalk Dlx Express,Kalka,Simla
603,22830,Shm Bhuj Superfast Express,Shalimar,Bhuj
604,15021,Shm Gkp Express,Shalimar,Gorakhpur Junction
605,8898,Shm Gondia Special,Shalimar,Gondia Junction
606,18030,Shm Ltt Express,Shalimar,Lokmanyatilak T
607,22825,Shm Mas Superfast Express,Shalimar,Chennai Central
608,22213,Shm Pnbe Duront,Shalimar,Patna Junction
609,22835,Shm Puri Superfast Express,Shalimar,Puri
610,12773,Shm Sc Ac Express,Shalimar,Secunderabad Junction
611,22849,Shm Sc Wkly Express,Shalimar,Secunderabad Junction
612,22642,Shm Tvc Superfast Express,Shalimar,Trivandrum Cntl
613,19659,Shm Udz Express,Shalimar,Udaipur City
614,22853,Shm Vskp Superfast Express,Shalimar,Vishakapatnam
615,6021,Shoranur Express,Chennai Central,Shoranur Junction
616,12452,Shram Shkti Express,New Delhi,Kanpur Central
617,12451,Shram Shkti Express,Kanpur Central,New Delhi
618,19051,Shramik Express,Valsad,Muzaffarpur Junction
619,12391,Shramjeevi Express,Rajgir,New Delhi
620,12392,Shramjevi N Express,New Delhi,Rajgir
621,22462,Shri Shakti Express,Shmata V D Ktra,New Delhi
622,22461,Shri Shakti Express,New Delhi,Shmata V D Ktra
