Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude
1005,Abu Dhabi Commercial Bank,2.6,0.7,49.2,6.1,United Arab Emirates,Asia,23.424076,53.847818
1006,Johnson Matthey,19.3,0.5,5.2,7.5,UK,Europe,55.378051,-3.435973
1007,Latam Airlines,9.7,0,21,11.1,Chile,South America,-35.675147,-71.542969
1008,Tingyi Holding,9.2,0.5,7.5,15,China,Asia,35.86166,104.195397
1009,Public Storage,1.8,0.9,8.8,26.7,USA,North America,37.09024,-95.712891
1011,Areva,12.3,-0.1,39.8,6.2,France,Europe,46.227638,2.213749
1012,Sun Art Retail Group,12.3,0.4,7.2,13.9,China,Asia,35.86166,104.195397
1013,Subsea 7,6.3,0.8,10.5,8.3,UK,Europe,55.378051,-3.435973
1014,Santos,3.4,0.5,17.7,13.1,Australia,Oceania,-25.274398,133.775136
1015,Bankia,12.2,-24.5,372.6,0.7,Spain,Europe,40.463667,-3.74922
1016,Land Lease Group,11.9,0.5,12.6,5.8,Australia,Oceania,-25.274398,133.775136
1017,Norsk Hydro,11.7,-0.2,20.9,9,Norway,Europe,60.472024,8.468946
1018,Fidelity National Information,5.8,0.5,13.6,11.3,USA,North America,37.09024,-95.712891
1019,Fosun International,8.2,0.6,26,4.1,China,Asia,35.86166,104.195397
1019,Sears Holdings,39.9,-1.1,19.3,5.5,USA,North America,37.09024,-95.712891
1021,Delta Lloyd,14.6,-2,105.5,3.3,The Netherlands,Europe,52.132633,5.291266
1022,UC Rusal,11,-0.1,25.5,8.1,Russia,Europe,61.52401,105.318756
1023,Sumitomo Chemical,23.5,0.1,28.1,5.1,Japan,Asia,36.204824,138.252924
1024,Banca MPS,12.1,-4.1,288.9,3.2,Italy,Europe,41.87194,12.56738
1025,Alleghany,4.8,0.7,22.8,6.4,USA,North America,37.09024,-95.712891
1026,Hyundai Engineering,11.8,0.5,12,6.4,South Korea,Asia,35.907757,127.766922
1027,Canadian Tire,11.5,0.5,13.2,5.6,Canada,North America,56.130366,-106.346771
1028,Shanghai International Port,4.5,0.8,13.3,9.8,China,Asia,35.86166,104.195397
1029,St Jude Medical,5.5,0.8,9.3,11.9,USA,North America,37.09024,-95.712891
1030,Eiffage,18,0.3,33.8,4.1,France,Europe,46.227638,2.213749
1031,Tohoku Electric Power,20.4,-2.8,48.9,3.6,Japan,Asia,36.204824,138.252924
1032,Ventas,2.5,0.4,19,20.6,USA,North America,37.09024,-95.712891
1033,Shoppers Drug Mart,10.8,0.6,7.5,8.5,Canada,North America,56.130366,-106.346771
1034,Link REIT,0.8,1.2,10.2,12.7,Hong Kong,Asia,22.396428,114.109497
1035,Air France-KLM,33.8,-1.6,34.7,3.1,France,Europe,46.227638,2.213749
1035,SembCorp Industries,8.3,0.6,10.5,7.4,Singapore,Asia,1.352083,103.819836
1037,Lanxess,11.7,0.7,8.7,6.8,Germany,Europe,51.165691,10.451526
1037,CarMax,10.6,0.4,9.3,9.5,USA,North America,37.09024,-95.712891
1039,Coach,4.9,1.1,3.3,14.2,USA,North America,37.09024,-95.712891
1040,Staples,24.4,-0.2,12.3,9,USA,North America,37.09024,-95.712891
1041,Hang Lung Group,1,0.7,23.6,7.9,Hong Kong,Asia,22.396428,114.109497
1042,Assurant,8.5,0.5,28.9,3.5,USA,North America,37.09024,-95.712891
1043,Talisman Energy,7.3,0.1,21.9,12.7,Canada,North America,56.130366,-106.346771
1044,Attijariwafa Bank,3.4,0.5,43.5,6.7,Morocco,Africa,31.791702,-7.09262
1045,China Cosco Holdings,14,-1.5,26.5,6.4,China,Asia,35.86166,104.195397
1045,Kyushu Electric Power,18.2,-2,51.6,4.3,Japan,Asia,36.204824,138.252924
1047,Lorillard,4.6,1.1,3.4,14.9,USA,North America,37.09024,-95.712891
1049,BCI-Banco Credito,2.7,0.5,31,7.9,Chile,South America,-35.675147,-71.542969
1049,Kintetsu,11.4,0.1,22.2,8.1,Japan,Asia,36.204824,138.252924
1051,NiSource,5.1,0.4,21.8,8.8,USA,North America,37.09024,-95.712891
1052,Rockwell Automation,6.3,0.7,5.7,12.4,USA,North America,37.09024,-95.712891
1053,Naspers,5.1,0.4,10.5,27.7,South Africa,Africa,-30.559482,22.937506
1054,Zain,4.6,0.9,10.4,10.8,Kuwait,Asia,29.31166,47.481766
1055,SES,2.4,0.9,11.8,12.6,Luxembourg,Europe,49.815273,6.129583
1056,W&W-WÃ¼stenrot,8.8,0.3,101.8,1.9,Germany,Europe,51.165691,10.451526
1056,Power Grid of India,2,0.6,18.2,9.3,India,Asia,20.593684,78.96288
1058,Nippon Express,19.7,0.3,15,5.2,Japan,Asia,36.204824,138.252924
1059,Gjensidige Forsikring,4.1,0.8,16.8,8.4,Norway,Europe,60.472024,8.468946
1060,PLDT,4,0.9,9.9,15.1,Philippines,Asia,12.879721,121.774017
1061,LeGrand,5.9,0.7,8.8,12.2,France,Europe,46.227638,2.213749
1061,Dai Nippon Printing,18.2,-0.2,19.1,6.4,Japan,Asia,36.204824,138.252924
1064,KazMunaiGas Exploration,5.3,1.1,10.4,7.9,Kazakhstan,Europe,48.019573,66.923684
1065,Arab National Bank,1.5,0.6,36.4,6.2,Saudi Arabia,Asia,23.885942,45.079162
1066,Starwood Hotels,6.3,0.6,8.9,12.3,USA,North America,37.09024,-95.712891
1067,Westfield Retail Trust,0.5,0.9,13.8,9.8,Australia,Oceania,-25.274398,133.775136
1068,Finmeccanica,22.4,-3,38.4,3,Italy,Europe,41.87194,12.56738
1068,Hertz Global Holdings,9,0.2,23.3,8.5,USA,North America,37.09024,-95.712891
1070,Western Union,5.7,1,9.5,8.3,USA,North America,37.09024,-95.712891
1071,Facebook,5.1,0.1,15.1,63.5,USA,North America,37.09024,-95.712891
1072,Sharp,29.7,-4.5,31.8,3.7,Japan,Asia,36.204824,138.252924
1073,Shimao Property Holdings,4.5,0.9,19.2,5.9,China,Asia,35.86166,104.195397
1074,Harley-Davidson,5.6,0.6,9.2,12.5,USA,North America,37.09024,-95.712891
1075,Cielo,2.6,1.1,4.7,18.9,Brazil,South America,-14.235004,-51.92528
1076,Vedanta Resources,14,0.1,45.4,4.7,UK,Europe,55.378051,-3.435973
1078,Nintendo,7.8,-0.5,15.9,14.4,Japan,Asia,36.204824,138.252924
1079,Daito Trust Construction,13.1,0.6,6.7,7,Japan,Asia,36.204824,138.252924
1080,Thai Beverage,5.2,0.9,6.8,12.3,Thailand,Asia,15.870032,100.992541
1081,Belle International Holdings,5.2,0.7,4.6,15.3,Hong Kong,Asia,22.396428,114.109497
1082,Cathay Pacific Airways,12.6,0.1,20.5,7.1,Hong Kong,Asia,22.396428,114.109497
1083,Arrow Electronics,20.4,0.5,10.8,4.4,USA,North America,37.09024,-95.712891
1084,New York Community,2.1,0.5,44.1,6.3,USA,North America,37.09024,-95.712891
1085,Mediolanum,15,0.1,43.7,4.5,Italy,Europe,41.87194,12.56738
1086,Bank of Ayudhya,2.8,0.5,34.8,7.2,Thailand,Asia,15.870032,100.992541
1086,Dollar Tree,7.4,0.6,2.8,10.1,USA,North America,37.09024,-95.712891
1088,Phoenix Group Holdings,1.9,0.6,140,2.2,UK,Europe,55.378051,-3.435973
1089,National Bank of Greece,10.4,-16,137,1,Greece,Europe,39.074208,21.824312
1090,Quest Diagnostics,7.4,0.6,9.3,8.9,USA,North America,37.09024,-95.712891
1091,Flextronics International,24.7,0.4,11.2,4.5,Singapore,Asia,1.352083,103.819836
1091,Liberty Media,2,1.4,8.3,13.4,USA,North America,37.09024,-95.712891
1093,Aozora Bank,1.6,0.6,61.3,5.1,Japan,Asia,36.204824,138.252924
1094,Nippon Yusen,21.8,-0.9,25.7,4.7,Japan,Asia,36.204824,138.252924
1095,WR Berkley,5.8,0.5,20.2,5.9,USA,North America,37.09024,-95.712891
1096,Shire,4.6,0.7,7.3,17.2,Ireland,Europe,53.41291,-8.24389
1098,Schroders,2.3,0.4,23.8,9.2,UK,Europe,55.378051,-3.435973
1099,Intuit,4.2,0.8,5.1,19.4,USA,North America,37.09024,-95.712891
1100,Coventry Health Care,14.1,0.5,8.8,6.3,USA,North America,37.09024,-95.712891
1101,Pohjola Bank,5.1,0.4,58.8,5.2,Finland,Europe,61.92411,25.748151
1102,Hormel Foods,8.3,0.5,4.6,10.4,USA,North America,37.09024,-95.712891
1103,Keyence,2.6,0.8,8.6,18.3,Japan,Asia,36.204824,138.252924
1104,Hong Kong Exchanges,0.8,0.5,10.4,20.2,Hong Kong,Asia,22.396428,114.109497
1105,Terna,2.3,0.6,18.6,8.3,Italy,Europe,41.87194,12.56738
1106,Grupo Bimbo,13.5,0.2,10.1,13,Mexico,North America,23.634501,-102.552784
1107,T Rowe Price,3,0.9,4.2,19.5,USA,North America,37.09024,-95.712891
1108,Nidec,8.2,0.5,9.6,8,Japan,Asia,36.204824,138.252924
1109,Continental Resources,2.6,0.7,9.1,17.2,USA,North America,37.09024,-95.712891
1110,Emaar Properties,2.4,0.6,16.6,9.2,United Arab Emirates,Asia,23.424076,53.847818
1111,China Oilfield Services,3.5,0.7,12,11.1,China,Asia,35.86166,104.195397
1112,Bharat Petroleum,36.7,0.2,15.3,15.4,India,Asia,20.593684,78.96288
1113,CMS Energy,6.3,0.4,17.1,7.3,USA,North America,37.09024,-95.712891
1114,Delhaize Group,29.2,0.1,15.8,5.5,Belgium,Europe,50.503887,4.469936
1115,Zimmer Holdings,4.5,0.8,9,12.5,USA,North America,37.09024,-95.712891
1116,Brambles,5.6,0.6,7.7,14.1,Australia,Oceania,-25.274398,133.775136
1117,Grupo Carso,6.4,0.6,5.9,11.3,Mexico,North America,23.634501,-102.552784
1118,Bank of Greece,5.4,0.3,210.7,0.4,Greece,Europe,39.074208,21.824312
1119,O'Reilly Automotive,6.2,0.6,5.7,11.5,USA,North America,37.09024,-95.712891
1120,Next,5.6,0.8,3,10,UK,Europe,55.378051,-3.435973
1121,Experian,4.5,0.7,7.8,18,Ireland,Europe,53.41291,-8.24389
1122,Wisconsin Energy,4.2,0.5,14.3,9.5,USA,North America,37.09024,-95.712891
1123,Lixil Group,15.6,0,17.6,6.1,Japan,Asia,36.204824,138.252924
1124,Delek Group,18.6,0.1,30.7,3,Israel,Asia,31.046051,34.851612
1125,AmBank Group,2.1,0.5,36.4,6.1,Malaysia,Asia,4.210484,101.975766
1126,K+S,5.1,0.9,8.8,9.4,Germany,Europe,51.165691,10.451526
1126,Kawasaki Heavy Industries,15.8,0.3,16.1,5.3,Japan,Asia,36.204824,138.252924
1128,Innolux,16.3,-0.1,20.6,5.4,Taiwan,Asia,23.69781,120.960515
1129,Kuwait Finance House,3.6,0.3,52.2,8.1,Kuwait,Asia,29.31166,47.481766
1130,Canadian Oil Sands,3.7,1,10.2,10.2,Canada,North America,56.130366,-106.346771
1131,Valeo,15.1,0.5,11.8,4.3,France,Europe,46.227638,2.213749
1132,Brenntag,12.5,0.4,7.5,7.7,Germany,Europe,51.165691,10.451526
1133,Colruyt,10.5,0.5,4.2,8.2,Belgium,Europe,50.503887,4.469936
1133,Tullow Oil,2.4,0.6,9.4,17.2,UK,Europe,55.378051,-3.435973
1135,Industrial Alliance Insurance,7.5,0.3,42,3.5,Canada,North America,56.130366,-106.346771
1136,Kobe Steel,22.5,-0.2,26,3.8,Japan,Asia,36.204824,138.252924
1137,JM Smucker,5.9,0.5,9.2,10.4,USA,North America,37.09024,-95.712891
1138,Alcatel-Lucent,19.1,-1.8,28.2,3.5,France,Europe,46.227638,2.213749
1138,Dr Pepper Snapple Group,6,0.6,8.9,9,USA,North America,37.09024,-95.712891
1140,Cosmo Oil,37.6,-0.1,20,1.8,Japan,Asia,36.204824,138.252924
1140,Mercantil Servicios,3.9,1,33.2,3.4,Venezuela,South America,6.42375,-66.58973
1141,AMR,24.9,-1.9,23.5,1.3,USA,North America,37.09024,-95.712891
1142,BPI,1.4,0.4,23.9,9.1,Philippines,Asia,12.879721,121.774017
1143,Applied Materials,8.1,0,11.7,16,USA,North America,37.09024,-95.712891
1144,Health Care REIT,1.8,0.3,19.5,17.1,USA,North America,37.09024,-95.712891
1145,Wuliangye Yibin,3,1,5.9,14.7,China,Asia,35.86166,104.195397
1145,Saudi Arabian Fertilizers,1.3,1,2.7,13.8,Saudi Arabia,Asia,23.885942,45.079162
1147,MGM Resorts,9.2,-1.8,26.3,6.4,USA,North America,37.09024,-95.712891
1149,Tokyo Electron,7.6,0.4,9.3,8.5,Japan,Asia,36.204824,138.252924
1149,Chugoku Electric Power,14.3,0,34.2,4.4,Japan,Asia,36.204824,138.252924
1151,Weichai Power,7.6,0.5,10.6,7,China,Asia,35.86166,104.195397
1151,Shoprite Holdings,10.1,0.4,3.7,10.2,South Africa,Africa,-30.559482,22.937506
1153,SMC Corp,4.1,0.7,8.9,13.2,Japan,Asia,36.204824,138.252924
1153,El Puerto de Liverpool,5,0.5,6.6,15.5,Mexico,North America,23.634501,-102.552784
1153,OHL Group,5.3,1.3,15.2,3.5,Spain,Europe,40.463667,-3.74922
1156,Braskem,17.3,-0.4,19.6,5,Brazil,South America,-14.235004,-51.92528
1157,Industrivarden,0.4,1.7,10.5,7.2,Sweden,Europe,60.128161,18.643501
1158,BM&F Bovespa,1,0.5,11.7,13.4,Brazil,South America,-14.235004,-51.92528
1159,First Quantum Minerals,3,1.8,7.5,10.2,Canada,North America,56.130366,-106.346771
1160,General Growth Properties,2.5,-0.5,27.3,18.7,USA,North America,37.09024,-95.712891
1161,SanDisk,5.1,0.4,10.3,13.3,USA,North America,37.09024,-95.712891
1162,Tokyu Land,6.7,0.4,21,5,Japan,Asia,36.204824,138.252924
1163,Henan Shuanghui Investment,6.3,0.5,2.7,12.6,China,Asia,35.86166,104.195397
1164,Prologis,2,0,27.3,18.7,USA,North America,37.09024,-95.712891
1165,ZTE,13.3,-0.4,16.4,6.5,China,Asia,35.86166,104.195397
1166,EnCana,5.2,-2.8,18.7,15,Canada,North America,56.130366,-106.346771
1166,Banco Popolare,7.8,-2.9,169.9,2.6,Italy,Europe,41.87194,12.56738
1168,Alrosa,4.7,0.9,10,7.7,Russia,Europe,61.52401,105.318756
1169,Boston Scientific,7.2,-4.1,17.2,10,USA,North America,37.09024,-95.712891
1170,American Financial Group,5.1,0.5,39.2,4.2,USA,North America,37.09024,-95.712891
1172,Prada,3.3,0.6,3.6,25.8,Italy,Europe,41.87194,12.56738
1173,Metalurgica Gerdau,18.5,0.2,25,3.8,Brazil,South America,-14.235004,-51.92528
1174,NMDC,2.2,1.4,6.9,10.6,India,Asia,20.593684,78.96288
1175,Storebrand,9,0.2,75.6,2,Norway,Europe,60.472024,8.468946
1176,Shin Kong Financial,9.2,0.2,70,2.7,Taiwan,Asia,23.69781,120.960515
1177,Hebei Iron & Steel,21.2,0.2,22.8,4.1,China,Asia,35.86166,104.195397
1178,US Airways Group,13.8,0.6,9.4,2.6,USA,North America,37.09024,-95.712891
1178,Celanese,6.4,0.6,9.2,7.5,USA,North America,37.09024,-95.712891
1178,Regeneron Pharmaceuticals,1.4,0.8,1.7,16.7,USA,North America,37.09024,-95.712891
1181,Inner Mongolia Yitai,5,1,6.4,8.7,China,Asia,35.86166,104.195397
1182,HTC,9.8,0.6,7.1,6.6,Taiwan,Asia,23.69781,120.960515
1183,Adani Enterprises,7.7,0.4,21,4.9,India,Asia,20.593684,78.96288
1183,UBI Banca,7.4,0.1,174.8,3.7,Italy,Europe,41.87194,12.56738
1185,Global Logistic Properties,0.6,0.5,13.6,9.8,Singapore,Asia,1.352083,103.819836
1186,Nielsen Holdings,5.6,0.3,14.6,12.9,The Netherlands,Europe,52.132633,5.291266
1187,Bank of Ningbo,2.4,0.5,41.3,4.9,China,Asia,35.86166,104.195397
1188,PGN,2.6,0.9,3.9,13.5,Indonesia,Asia,-0.789275,113.921327
1189,Intuitive Surgical,2.2,0.7,4.1,18.4,USA,North America,37.09024,-95.712891
1190,Dangote Cement,1.5,0.8,3.2,15.1,Nigeria,Africa,9.081999,8.675277
1191,Greentown China Holdings,5.6,0.8,17.3,3.2,China,Asia,35.86166,104.195397
1192,Fresnillo,2.2,0.7,3.3,16.1,Mexico,North America,23.634501,-102.552784
1192,Avalonbay Communities,1,0.4,11.2,16.6,USA,North America,37.09024,-95.712891
1194,UPM-Kymmene,13.8,-1.7,16.1,6.1,Finland,Europe,61.92411,25.748151
1195,Ameren,6.8,-1,21.8,8.3,USA,North America,37.09024,-95.712891
1196,Clorox,5.6,0.6,4.5,11,USA,North America,37.09024,-95.712891
1197,Guangzhou R&F,4.8,0.9,15.8,4.8,China,Asia,35.86166,104.195397
1197,IDBI Bank,5,0.4,56.9,2.1,India,Asia,20.593684,78.96288
1197,Samsung SDI,5.1,1.3,10.2,5.5,South Korea,Asia,35.907757,127.766922
1200,Arch Capital Group,3.5,0.6,17.8,6.9,Bermuda,North America,32.321384,-64.75737
1201,Portugal Telecom,8.5,0.3,26.5,4.7,Portugal,Europe,39.399872,-8.224454
1202,Petrofac,6.5,0.6,5.3,8.1,UK,Europe,55.378051,-3.435973
1203,Metso,9.9,0.5,8.5,6.3,Finland,Europe,61.92411,25.748151
1203,GS Holdings,8.7,0.4,12,5.4,South Korea,Asia,35.907757,127.766922
1205,FMC Technologies,6.2,0.4,5.9,12.5,USA,North America,37.09024,-95.712891
1206,British Land,0.6,0.8,13,7.5,UK,Europe,55.378051,-3.435973
1207,Toppan Printing,18.2,0,19.1,4.6,Japan,Asia,36.204824,138.252924
1208,Metro Inc,12.1,0.5,5.2,6,Canada,North America,56.130366,-106.346771
1208,Yamato Holdings,15.2,0.2,11,7.7,Japan,Asia,36.204824,138.252924
1210,Turkish Airlines,8.3,0.6,10.5,4.8,Turkey,Europe,38.963745,35.243322
1211,Cosan,14.1,0.3,12.2,5.5,Brazil,South America,-14.235004,-51.92528
1212,Mitsui OSK Lines,17.3,-0.3,23.5,4.2,Japan,Asia,36.204824,138.252924
1213,MBIA,2.4,1.2,21.7,2.3,USA,North America,37.09024,-95.712891
1214,Ingram Micro,37.8,0.3,11.5,3,USA,North America,37.09024,-95.712891
1215,Century Tokyo Leasing,8.7,0.3,27.4,2.6,Japan,Asia,36.204824,138.252924
1215,BorgWarner,7.2,0.5,6.4,9.2,USA,North America,37.09024,-95.712891
1217,Hindustan Petroleum,32.6,0,16.8,1.9,India,Asia,20.593684,78.96288
1218,Qingdao Haier,12.6,0.5,8,5.4,China,Asia,35.86166,104.195397
1219,Stockland Australia,2.1,0.5,14.9,8.8,Australia,Oceania,-25.274398,133.775136
1219,E-mart,11.3,0.4,11.5,5.4,South Korea,Asia,35.907757,127.766922
1221,Interpublic Group,7,0.4,13.5,5.5,USA,North America,37.09024,-95.712891
1222,Orascom Construction,5.4,0.7,9.8,7,Egypt,Africa,26.820553,30.802498
1223,Molson Coors Brewing,3.9,0.4,16.2,8.8,USA,North America,37.09024,-95.712891
1224,Shinsei Bank,4.5,0.1,104.4,6.6,Japan,Asia,36.204824,138.252924
1225,IHI,14.8,0.3,15.7,4.5,Japan,Asia,36.204824,138.252924
1226,Research In Motion,11.1,-0.6,13.2,7.9,Canada,North America,56.130366,-106.346771
1227,Want Want China,3.4,0.6,3.5,19.8,China,Asia,35.86166,104.195397
1228,Royal Carribean Cruises,7.7,0,19.8,7.4,Liberia,Africa,6.428055,-9.429499
1229,Charter Communications,7.5,-0.3,15.6,9.1,USA,North America,37.09024,-95.712891
1231,Delta Electronics,5.8,0.5,6.3,9.8,Taiwan,Asia,23.69781,120.960515
1231,Micron Technology,8,-1.1,13.9,9.6,USA,North America,37.09024,-95.712891
1233,FCC,14.7,-1.1,25.1,1.3,Spain,Europe,40.463667,-3.74922
1234,CCR,3,0.6,7,17.3,Brazil,South America,-14.235004,-51.92528
1234,Oji Holdings,14.7,0.3,19.7,3.5,Japan,Asia,36.204824,138.252924
1234,Hyundai Glovis,10.4,0.4,4,6.7,South Korea,Asia,35.907757,127.766922
1237,Fiserv,4.5,0.6,8.5,11.4,USA,North America,37.09024,-95.712891
1238,Fidelity National Financial,7.2,0.6,9.9,5.5,USA,North America,37.09024,-95.712891
1239,Remgro,1.7,1.1,7.1,9.9,South Africa,Africa,-30.559482,22.937506
1240,HAL Trust,5.2,0.6,8.4,9,The Netherlands,Europe,52.132633,5.291266
1241,Synovus Financial,1.3,0.8,26.8,2.2,USA,North America,37.09024,-95.712891
1242,AGL Energy,7.6,0.1,14.5,9.5,Australia,Oceania,-25.274398,133.775136
1243,Mitsubishi Materials,17.4,0.1,21.1,3.8,Japan,Asia,36.204824,138.252924
1244,Wendel,8.6,0.3,18.8,5.4,France,Europe,46.227638,2.213749
1245,Enka,5.7,0.6,8.2,8.3,Turkey,Europe,38.963745,35.243322
1246,Bank of Nanjing,2.2,0.5,44.7,4.4,China,Asia,35.86166,104.195397
1247,Wynn Resorts,5.2,0.5,7.3,12.1,USA,North America,37.09024,-95.712891
1248,Medipal Holdings,33.2,0.1,15.5,3.2,Japan,Asia,36.204824,138.252924
1249,Coca-Cola Amatil,5.3,0.5,7,12.1,Australia,Oceania,-25.274398,133.775136
1249,Kajima,17.6,0,20.2,2.9,Japan,Asia,36.204824,138.252924
1251,Power Finance,2.6,0.6,26.5,4.9,India,Asia,20.593684,78.96288
1252,SQM,2.5,0.7,4,14.8,Chile,South America,-35.675147,-71.542969
1252,Lennar,4.4,0.7,10.4,7.7,USA,North America,37.09024,-95.712891
1254,Qantas Airways,16.1,-0.3,21.7,4.1,Australia,Oceania,-25.274398,133.775136
1255,Arab Bank,2.1,0.3,45.6,5.9,Jordan,Asia,30.585164,36.238414
1256,Orica,6.9,0.4,7.7,9.6,Australia,Oceania,-25.274398,133.775136
1257,CP All,6.2,0.4,2.3,13.9,Thailand,Asia,15.870032,100.992541
1258,Valeant Pharmaceuticals,3.5,-0.1,18,21.2,Canada,North America,56.130366,-106.346771
1259,TUI,23.6,-0.1,16.8,2.8,Germany,Europe,51.165691,10.451526
1260,Maxis,2.9,0.6,5.8,15.6,Malaysia,Asia,4.210484,101.975766
1261,YTL,6.4,0.4,16.3,5.6,Malaysia,Asia,4.210484,101.975766
1262,Sino-Ocean Land Holdings,4.6,0.7,20.2,3.5,China,Asia,35.86166,104.195397
1263,Jacobs Engineering,11,0.4,6.9,7,USA,North America,37.09024,-95.712891
1264,Boston Properties,1.9,0.3,15.5,16,USA,North America,37.09024,-95.712891
1265,CIT Group,4,-0.6,44,9,USA,North America,37.09024,-95.712891
1266,Kotak Mahindra Bank,2.6,0.4,18.1,9.2,India,Asia,20.593684,78.96288
1267,DR Horton,4.7,1,7.3,7.8,USA,North America,37.09024,-95.712891
1268,Family Dollar Stores,9.6,0.4,3.7,6.9,USA,North America,37.09024,-95.712891
1269,Analog Devices,2.7,0.6,5.7,13.9,USA,North America,37.09024,-95.712891
1270,Banco Comercial PortuguÃªs,6.3,-1.6,116,2.8,Portugal,Europe,39.399872,-8.224454
1271,Fuji Media Holdings,7.2,0.7,11.4,4,Japan,Asia,36.204824,138.252924
1271,Consol Energy,5.4,0.4,12.7,7.7,USA,North America,37.09024,-95.712891
1273,Cincinnati Financial,4.1,0.4,16.5,7.7,USA,North America,37.09024,-95.712891
1275,Goodyear,21,0.2,17,3.4,USA,North America,37.09024,-95.712891
1276,Lotte Chemical,14.1,0.3,9.8,6.5,South Korea,Asia,35.907757,127.766922
1277,United Utilities,2.5,0.5,16,7.1,UK,Europe,55.378051,-3.435973
1278,CJ Corp,15.7,0.2,20.1,3.6,South Korea,Asia,35.907757,127.766922
1279,Yamana Gold,2.3,0.4,11.8,11,Canada,North America,56.130366,-106.346771
1280,Pirelli & C,7.8,0.5,10,5.3,Italy,Europe,41.87194,12.56738
1280,Randstad Holding,22.5,0,8.3,7.6,The Netherlands,Europe,52.132633,5.291266
1282,LabCorp,5.7,0.6,6.8,8.5,USA,North America,37.09024,-95.712891
1283,Smith & Nephew,4.2,0.7,5.5,10.2,UK,Europe,55.378051,-3.435973
1284,Golden Agri-Resources,6.1,0.4,13.3,6.1,Singapore,Asia,1.352083,103.819836
1285,Coca-Cola HBC,9.3,0.3,9.5,10.2,Greece,Europe,39.074208,21.824312
1286,Kerry Group,7.7,0.4,7,9.8,Ireland,Europe,53.41291,-8.24389
1287,Nitto Denko,7.3,0.4,7.8,9.6,Japan,Asia,36.204824,138.252924
1288,Huadian Power International,9.4,0.2,26.4,4.8,China,Asia,35.86166,104.195397
1288,Banco Davivienda,2.7,0.4,23.2,6.4,Colombia,South America,4.570868,-74.297333
1290,WÃ¤rtsilÃ¤,6.2,0.4,6.5,9.2,Finland,Europe,61.92411,25.748151
1291,IDB Holding,10.1,-0.2,32.4,0.1,Israel,Asia,31.046051,34.851612
1291,Actavis,5.9,0.1,14.1,11.7,USA,North America,37.09024,-95.712891
1293,Polyus Gold International,2.8,0.9,5.6,9.8,UK,Europe,55.378051,-3.435973
1294,Autoliv,8.3,0.5,6.6,6.6,Sweden,Europe,60.128161,18.643501
1295,Red ElÃ©ctrica,2.3,0.6,12,7.5,Spain,Europe,40.463667,-3.74922
1296,Saputo,7,0.4,3.7,9.7,Canada,North America,56.130366,-106.346771
1296,Showa Shell Sekiyu,30.3,0,14,2.6,Japan,Asia,36.204824,138.252924
1299,Community Health Sys,14.5,0.3,16.6,4.1,USA,North America,37.09024,-95.712891
1300,City Developments,2.7,0.6,12.8,7.8,Singapore,Asia,1.352083,103.819836
1301,Zoetis,4.3,0.4,6.3,16.7,USA,North America,37.09024,-95.712891
1302,Hong Leong Financial,2.3,0.4,53.6,4.8,Malaysia,Asia,4.210484,101.975766
1303,Jupiter Telecommunications,4.7,0.5,9.4,8.9,Japan,Asia,36.204824,138.252924
1303,Crown Holdings,8.5,0.6,7.5,5.8,USA,North America,37.09024,-95.712891
1305,PVH,6,0.4,7.8,9.6,USA,North America,37.09024,-95.712891
1306,Bank Leumi,4.7,0.2,100.7,5.1,Israel,Asia,31.046051,34.851612
1306,MediaTek,3.4,0.5,7.2,15.4,Taiwan,Asia,23.69781,120.960515
1308,Manila Electric,6.8,0.4,5.3,9.2,Philippines,Asia,12.879721,121.774017
1309,Israel Corp,11.5,-0.1,15.7,5.7,Israel,Asia,31.046051,34.851612
1309,Fukuoka Financial Group,3,0.3,156.6,4.1,Japan,Asia,36.204824,138.252924
1311,Oil & Gas Development,1.8,1,3.6,8.7,Pakistan,Asia,30.375321,69.345116
1311,Crown Castle International,2.4,0.2,16.1,20.5,USA,North America,37.09024,-95.712891
1312,China Merchants Property,3.3,0.5,17.5,6.1,China,Asia,35.86166,104.195397
1312,TDC,4.6,0.6,11.2,6.4,Denmark,Europe,56.26392,9.501785
1314,AGCO,10,0.5,7.7,5.3,USA,North America,37.09024,-95.712891
1315,Sekisui Chemical,11.7,0.3,9.8,5.5,Japan,Asia,36.204824,138.252924
1316,Obayashi,15,0.1,19.2,3.6,Japan,Asia,36.204824,138.252924
1317,IOI Group,4.9,0.6,7.2,9.6,Malaysia,Asia,4.210484,101.975766
1318,Essar Energy,16.7,-0.6,17.4,2.9,UK,Europe,55.378051,-3.435973
1319,Tele2,6.7,0.5,6.9,7.4,Sweden,Europe,60.128161,18.643501
1320,Aurubis,17.7,0.5,6.3,3.1,Germany,Europe,51.165691,10.451526
1320,Union Bank of India,4.6,0.3,51.7,2.4,India,Asia,20.593684,78.96288
1322,Jiangsu Yanghe Brewery,2,0.6,2.9,12.4,China,Asia,35.86166,104.195397
1322,Moody's,2.7,0.7,4,11.5,USA,North America,37.09024,-95.712891
1324,Pegatron,29.8,0.2,13.5,3.3,Taiwan,Asia,23.69781,120.960515
1325,Sun Pharma Industries,1.6,0.5,3.1,16,India,Asia,20.593684,78.96288
1325,Taisei,16,0,17.7,3.2,Japan,Asia,36.204824,138.252924
